"","GSM2983085","GSM2983086","GSM2983087","GSM2983088","GSM2983089","GSM2983090","GSM2983091","GSM2983092","GSM2983093","GSM2983094","GSM2983095"
"hsa-miR-342-3p",0.00147968,0.00345066,0.00543625,0.00362132,0.00693866,0.00336339,0.00298529,0.00347821,0.00330898,0.01334277,0.00679251
"hsa-miR-342-5p",2.85e-06,6.65e-06,8.244e-05,5.67e-05,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-345",0.00075017,0.00174124,0.00067408,0.00093117,0.00174122,0.00085134,0.00076301,0.00087395,0.00081938,0.00337215,0.00169746
"hsa-miR-346",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-34a",0.00297758,0.01371846,0.02183016,0.00742256,0.00687409,0.00338043,0.00603703,0.01402202,0.01340525,0.0270919,0.01376139
"hsa-miR-34c-5p",0.00018459,0.0004293,8.578e-05,5.643e-05,2.626e-05,2.593e-05,1.159e-05,0.00044084,0.00010254,0.00021135,0.00010768
"hsa-miR-361-5p",0.00018393,0.00043082,0.00067467,0.00022441,0.00043048,5.088e-05,1.159e-05,0.00022099,0.00041348,0.00081885,0.00020939
"hsa-miR-362-3p",4.647e-05,5.395e-05,0.00017016,5.742e-05,0.00021535,2.61e-05,1.159e-05,5.454e-05,0.00020678,0.00010487,0.00021558
"hsa-miR-362-5p",0.00036518,0.00086265,0.00066775,0.00022714,2.626e-05,0.00020704,0.00074381,0.00044015,0.00041669,0.00083729,0.00084678
"hsa-miR-363",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,0.00018869,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-365",0.00592715,0.01368672,0.02154194,0.01472977,0.01342842,0.00082027,0.00601885,0.01394462,0.01315754,0.02671179,0.01363178
"hsa-miR-367",9.409e-05,0.00010821,8.584e-05,3.52e-06,2.626e-05,2.476e-05,0.0003798,0.0001104,5.269e-05,6.4e-06,6.54e-06
"hsa-miR-369-3p",2.275e-05,0.00010464,8.262e-05,2.898e-05,2.626e-05,1.306e-05,1.159e-05,2.624e-05,5.269e-05,5.321e-05,5.359e-05
"hsa-miR-369-5p",2.322e-05,5.197e-05,0.00033962,5.735e-05,0.00021647,1.309e-05,1.159e-05,0.00022167,0.00020868,0.0001042,0.00010874
"hsa-miR-370",0.00150387,0.0035186,0.00266845,0.00091279,0.00084098,0.00083637,0.00076375,0.00349424,0.00328659,0.0033227,0.00342066
"hsa-miR-371-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-372",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-373",2.85e-06,0.00010836,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.265e-05,6.36e-06,6.4e-06,5.159e-05
"hsa-miR-374a",0.00148493,0.00173321,0.00542628,0.0037335,0.01359595,0.00168541,0.00302673,0.00353902,0.0033004,0.00666853,0.00682681
"hsa-miR-374b",0.00611206,0.01404943,0.01080766,0.00743506,0.01383462,0.00688533,0.00606257,0.00692852,0.0066379,0.02731408,0.01375983
"hsa-miR-375",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,2.675e-05,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-376a",0.00299142,0.00348322,0.00272305,0.00090958,0.00340142,0.00084183,0.00150975,0.00351464,0.0016348,0.00333144,0.00339301
"hsa-miR-376b",4.566e-05,6.65e-06,8.323e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.438e-05,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-376c",0.01209649,0.01363507,0.02144731,0.00721697,0.02749294,0.00670035,0.00606205,0.02741159,0.02622436,0.0132695,0.01351181
"hsa-miR-377",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,5.268e-05
"hsa-miR-379",0.00148654,0.00346782,0.00271179,0.00091722,0.00339594,0.00041223,0.00150613,0.00351876,0.00331754,0.0033694,0.00170807
"hsa-miR-380",2.85e-06,6.65e-06,8.263e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,0.00010775,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-381",2.85e-06,0.00010983,8.589e-05,3.52e-06,0.00087491,1.61e-06,1.159e-05,2.781e-05,6.36e-06,5.304e-05,6.54e-06
"hsa-miR-382",0.00296605,0.00695611,0.00534313,0.00179812,0.00343613,0.00168579,0.00073472,0.00704112,0.00663437,0.00330903,0.00686621
"hsa-miR-383",4.516e-05,0.00010621,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.421e-05,0.00010218,6.4e-06,0.00020941
"hsa-miR-384",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-409-5p",0.00017731,0.00043436,0.00066536,0.00023014,2.626e-05,1.61e-06,0.00018837,0.00087895,0.00083975,0.00041097,0.00042932
"hsa-miR-410",0.00037252,0.00021732,0.00033235,0.00022556,0.00042791,0.00020995,0.0003782,0.0008792,0.00041416,0.00041317,0.00042598
"hsa-miR-411",0.00146588,0.00345914,0.00268379,0.00185343,0.00348096,0.00167939,0.00151509,0.00704362,0.00327727,0.00335614,0.00340631
"hsa-miR-412",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-422a",0.00018483,0.00021262,8.272e-05,0.00022555,0.00020694,0.00010536,0.00019192,0.00010743,0.00010279,0.00084014,0.00010615
"hsa-miR-423-5p",0.00018119,0.00020734,0.00133835,0.00022619,0.00042782,5.186e-05,0.00037503,0.0004398,0.00083586,0.00083707,0.00085933
"hsa-miR-424",0.00018195,0.0004381,0.00137239,0.00046013,0.00087242,0.00021086,1.159e-05,0.00021617,0.00083586,0.00169429,0.00042459
"hsa-miR-425",0.00150403,0.00345042,0.00271256,0.00181077,0.00169432,0.00083054,0.00149766,0.00173993,0.00162143,0.00333727,0.00340398
"hsa-miR-429",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.754e-05,6.36e-06,6.4e-06,5.393e-05
"hsa-miR-431",0.00145508,0.00173637,0.00067783,0.00090943,0.00041761,0.00080471,0.00148372,0.00171592,0.00161791,0.00159304,0.00333153
"hsa-miR-433",0.00018271,0.00042941,0.00033271,0.00045705,0.00084677,0.00010417,1.159e-05,0.00087222,0.00040401,0.00041061,0.00084959
"hsa-miR-448",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-449a",2.85e-06,0.00010941,0.00033947,2.903e-05,2.626e-05,1.299e-05,1.159e-05,0.0004349,0.00040613,0.00010265,0.00010506
"hsa-miR-449b",9.139e-05,6.65e-06,5.17e-06,5.567e-05,0.00042839,1.61e-06,0.00018981,2.739e-05,0.00042603,6.4e-06,6.54e-06
"hsa-miR-450a",4.642e-05,6.65e-06,0.0001713,0.00011573,0.00043936,2.658e-05,1.159e-05,3.36e-06,6.36e-06,0.00020881,0.00021665
"hsa-miR-450b-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.105e-05,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-450b-5p",4.495e-05,0.00010424,8.319e-05,0.00023072,2.626e-05,2.591e-05,1.159e-05,5.528e-05,0.00010337,0.00010359,0.00010618
"hsa-miR-451",0.00018599,0.0288758,7.664e-05,5.778e-05,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-452",4.614e-05,0.00086529,0.00067526,0.00045866,0.00085707,0.00042007,0.00037205,0.00087401,0.0008243,0.00168512,0.00085238
"hsa-miR-453",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-454",0.0014884,0.00173918,0.00276833,0.00188789,0.01383465,0.00168374,0.00310079,0.0017688,0.00169347,0.00337083,0.0069928
"hsa-miR-455-3p",0.00074354,0.00085915,0.00067209,0.00045978,0.00173063,0.00020522,0.00037146,0.00179045,0.00081924,0.00166544,0.00085357
"hsa-miR-455-5p",0.00036748,0.00086928,0.00136107,0.0004523,0.00085715,0.00010392,0.00018983,0.00086953,0.0008325,0.00168861,0.00085659
"hsa-miR-483-5p",9.411e-05,0.00044086,8.403e-05,5.739e-05,2.626e-05,0.00021282,0.00037997,0.00011028,0.00010438,0.00175696,0.00086417
"hsa-miR-484",0.02411372,0.01387486,0.02161466,0.01479462,0.02760109,0.01358413,0.01213338,0.0141832,0.00668023,0.02685943,0.02767504
"hsa-miR-485-3p",0.0237056,0.00352125,0.00135276,0.00045912,0.00168861,0.00040994,0.00076183,0.00176269,0.00167846,0.00167739,0.00170686
"hsa-miR-485-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-486-3p",0.00037146,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,0.00083411
"hsa-miR-486-5p",0.00037423,0.00087021,0.00067283,0.00045476,2.626e-05,0.00020593,0.00071642,0.00045204,6.36e-06,0.00168123,0.00084356
"hsa-miR-487a",0.04980829,0.00020906,0.00016883,0.00088583,2.626e-05,5.138e-05,1.159e-05,0.00084133,0.00157002,0.00158716,0.00083917
"hsa-miR-487b",0.00074644,0.00172127,0.00136344,0.00045638,0.00169935,0.00021032,0.00018575,0.0008671,0.0008153,0.00083121,0.00085099
"hsa-miR-488",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-489",4.598e-05,0.00010785,0.00017109,5.746e-05,2.626e-05,2.609e-05,9.631e-05,0.00011039,0.00041566,0.00021154,0.00010697
"hsa-miR-490-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,0.00022073,6.36e-06,6.4e-06,0.00010442
"hsa-miR-491-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-491-5p",0.00018343,0.00087876,0.00033862,0.0002329,0.00172051,0.00042328,0.00076978,0.00088837,0.00041301,0.00083103,0.00042313
"hsa-miR-492",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-493",0.00037044,0.00021603,0.00033828,0.00022771,0.00086607,0.00020985,0.00037701,0.00089144,0.00041637,0.00041996,0.00042309
"hsa-miR-494",0.00298287,0.0069041,0.00536718,0.00183381,0.00343504,0.00167126,0.00074755,0.00693646,0.00667446,0.00332646,0.00684595
"hsa-miR-495",0.00297515,0.00170373,0.00548982,0.00184985,0.00345574,0.00085144,0.00153638,0.00711794,0.00329237,0.00335729,0.0034227
"hsa-miR-496",9.296e-05,0.00010901,0.00017032,3.52e-06,2.626e-05,1.298e-05,1.159e-05,0.00010826,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-499-3p",4.757e-05,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-499-5p",2.85e-06,0.00021283,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-500",0.00018474,0.00043006,0.00066832,0.00045499,0.00043104,0.00010501,0.0001889,0.00042587,0.0004155,0.00041841,0.00042565
"hsa-miR-501-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-501-5p",2.85e-06,0.00166805,0.00136236,3.52e-06,0.00086496,0.00020735,0.00155626,3.36e-06,6.36e-06,0.00293404,0.00084745
"hsa-miR-502-3p",4.637e-05,0.00011101,8.378e-05,5.794e-05,0.00043414,2.636e-05,1.159e-05,0.00010932,0.00010306,0.00010264,5.242e-05
"hsa-miR-502-5p",4.623e-05,0.0001046,5.17e-06,5.579e-05,2.626e-05,2.577e-05,1.159e-05,3.36e-06,0.00010008,0.00010119,0.00010615
"hsa-miR-503",8.966e-05,6.65e-06,0.00033584,0.00011285,2.626e-05,5.204e-05,1.159e-05,0.00010793,6.36e-06,0.00041668,0.00010657
"hsa-miR-504",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-505",2.85e-06,0.00043487,0.00066976,3.52e-06,2.626e-05,1.61e-06,0.00037081,0.00043672,6.36e-06,6.4e-06,0.00041049
"hsa-miR-506",2.85e-06,0.0001078,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-507",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-508-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-508-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-509-3-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-509-5p",4.54e-05,0.00010427,8.436e-05,5.684e-05,2.626e-05,1.61e-06,9.254e-05,5.246e-05,0.00020699,0.00010268,0.00010423
"hsa-miR-510",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-511",2.293e-05,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,0.00010883
"hsa-miR-512-3p",2.85e-06,0.00021157,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-512-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-513-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,0.00044378,6.36e-06,6.4e-06,0.00010619
"hsa-miR-515-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-515-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-516a-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-516b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-517a",2.85e-06,6.65e-06,8.227e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-517b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.286e-05,0.00020564,6.4e-06,6.54e-06
"hsa-miR-517c",2.85e-06,6.65e-06,8.561e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-518a-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,5.455e-05,6.54e-06
"hsa-miR-518a-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-518b",25.42238979,1.728747,5.17e-06,3.52e-06,0.00022336,1.61e-06,1.159e-05,3.36e-06,9.953e-05,6.4e-06,6.54e-06
"hsa-miR-518c",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-518d-3p",2.85e-06,6.65e-06,0.00065039,3.52e-06,2.626e-05,0.00021061,1.159e-05,0.00021637,6.36e-06,0.0009142,6.54e-06
"hsa-miR-518d-5p",4.622e-05,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-518e",0.00147698,0.01436176,5.17e-06,5.741e-05,2.626e-05,1.61e-06,1.159e-05,0.00010101,6.36e-06,6.4e-06,0.00021193
"hsa-miR-518f",2.85e-06,0.00010544,5.17e-06,3.174e-05,2.626e-05,2.642e-05,8.957e-05,3.36e-06,6.36e-06,6.4e-06,4.953e-05
"hsa-miR-519a",0.00018093,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,0.00018509,5.4e-05,6.36e-06,0.00010344,0.00010371
"hsa-miR-519c-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-519d",2.85e-06,6.65e-06,4.217e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,5.377e-05,6.54e-06
"hsa-miR-519e",2.85e-06,0.00010141,4.314e-05,3.52e-06,2.626e-05,1.66e-05,1.159e-05,3.36e-06,0.00011071,6.4e-06,6.54e-06
"hsa-miR-520a-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-520a-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-520b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-520d-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-520e",2.85e-06,0.0002073,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-520f",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,5.231e-05,6.54e-06
"hsa-miR-520g",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,0.00044515,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-521",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-522",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-523",3.06413689,7.08467538,8.332e-05,3.52e-06,2.626e-05,0.05180234,1.159e-05,3.36e-06,5.073e-05,6.4e-06,6.54e-06
"hsa-miR-524-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-525-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-525-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-526b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-532-3p",0.00074833,0.0016985,0.00132573,0.00092174,0.00170252,0.00084319,0.00074449,0.00089154,0.00164521,0.00334567,0.00170803
"hsa-miR-532-5p",0.00073331,0.00171587,0.00535243,0.00180458,0.00169652,0.00082155,0.00302046,0.00172567,0.00163896,0.00331719,0.00680384
"hsa-miR-539",0.00147156,0.00347203,0.00272967,0.00189066,0.00692537,0.000846,0.00075309,0.00358669,0.00166684,0.00168154,0.00346326
"hsa-miR-541",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,2.586e-05,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-542-3p",4.739e-05,6.65e-06,8.345e-05,5.767e-05,2.626e-05,1.151e-05,1.159e-05,5.392e-05,0.00010387,5.213e-05,0.00010849
"hsa-miR-542-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,0.00019002,3.36e-06,5.503e-05,6.4e-06,6.54e-06
"hsa-miR-544",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,0.00010809
"hsa-miR-545",2.487e-05,6.65e-06,4.257e-05,5.789e-05,2.626e-05,2.67e-05,1.159e-05,0.00011184,6.36e-06,0.00020893,6.54e-06
"hsa-miR-548a-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548a-5p",2.121e-05,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548b-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548b-5p",2.85e-06,6.65e-06,5.17e-06,5.475e-05,2.626e-05,1.61e-06,0.00019893,3.36e-06,0.0002061,6.4e-06,6.54e-06
"hsa-miR-548c-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548c-5p",2.85e-06,0.00010792,5.17e-06,2.887e-05,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548d-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-548d-5p",2.369e-05,5.067e-05,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-551b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.483e-05,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-556-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-556-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-561",2.339e-05,6.65e-06,8.429e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-570",4.664e-05,6.65e-06,8.316e-05,3.52e-06,2.626e-05,1.306e-05,1.159e-05,3.36e-06,6.36e-06,0.00010415,6.54e-06
"hsa-miR-574-3p",0.02373082,0.02786894,0.04305205,0.02927883,0.10946452,0.02686575,0.02389296,0.0276976,0.02654997,0.05333948,0.05427638
"hsa-miR-576-3p",4.612e-05,5.366e-05,8.582e-05,5.814e-05,2.626e-05,1.309e-05,0.00018914,5.579e-05,0.00010293,0.00010488,6.54e-06
"hsa-miR-576-5p",2.85e-06,6.65e-06,8.387e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-579",4.519e-05,0.00021259,0.00016729,0.00023039,2.626e-05,2.617e-05,1.159e-05,5.45e-05,0.00020602,5.322e-05,6.54e-06
"hsa-miR-582-3p",4.673e-05,5.391e-05,4.197e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,5.099e-05,6.36e-06,0.00010568,4.969e-05
"hsa-miR-582-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-589",2.85e-06,6.65e-06,4.103e-05,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-590-5p",0.00147902,0.00085807,0.00134158,0.0018617,0.00171041,0.00083493,0.00154902,0.00087898,0.00167458,0.00337448,0.00170976
"hsa-miR-597",2.34e-05,6.65e-06,8.452e-05,5.743e-05,2.626e-05,1.61e-06,9.515e-05,3.36e-06,0.00010335,6.4e-06,5.447e-05
"hsa-miR-598",2.325e-05,0.0001081,5.17e-06,5.634e-05,0.00043079,5.291e-05,1.159e-05,3.36e-06,0.00041482,5.264e-05,6.54e-06
"hsa-miR-615-3p",2.85e-06,0.00386066,0.00530185,0.00169594,0.00333315,1.61e-06,1.159e-05,0.00723069,0.00639497,6.4e-06,0.0035101
"hsa-miR-615-5p",2.85e-06,6.65e-06,8.483e-05,3.52e-06,2.626e-05,2.521e-05,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-616",9.213e-05,6.65e-06,8.401e-05,3.52e-06,2.626e-05,2.614e-05,0.0001994,0.00020888,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-618",3.05734583,3.56146978,8.169e-05,5.776e-05,2.626e-05,0.80971213,9.654e-05,0.00010956,0.00020512,0.00010177,0.00010614
"hsa-miR-624",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-625",0.0001831,0.00043197,0.00033566,0.00011455,0.00021736,2.583e-05,9.468e-05,0.00021273,0.00020287,0.00041137,0.0001041
"hsa-miR-627",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.301e-05,1.159e-05,3.36e-06,4.941e-05,6.4e-06,6.54e-06
