"","GSM2779536","GSM2779537","GSM2779538","GSM2779539","GSM2779540","GSM2779541","GSM2779542","GSM2779543","GSM2779544","GSM2779545","GSM2779546","GSM2779547","GSM2779548","GSM2779549","GSM2779550","GSM2779551","GSM2779552","GSM2779553","GSM2779554","GSM2779555","GSM2779556","GSM2779557","GSM2779558","GSM2779559","GSM2779560","GSM2779561","GSM2779562","GSM2779563","GSM2779564","GSM2779565","GSM2779566","GSM2779567"
"hsa-miR-5090",-3.3219,3.8837,-3.3219,3.3274,-3.3219,3.8257,-3.3219,-3.3219,3.9122,-3.3219,1.1325,-3.3219,-3.3219,-3.3219,3.2627,3.4398,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9525,-3.3219,-3.3219,-3.3219,3.9721,-3.3219
"hsa-miR-5093",-3.3219,-3.3219,-3.3219,3.5351,-3.3219,-3.3219,-3.3219,1.6894,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5096",-3.3219,-3.3219,2.6315,4.4615,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.806,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5100",14.9888,14.0011,10.3461,9.1124,10.6385,14.6521,14.769,15.2884,11.38,11.4905,11.4544,14.3642,14.6257,13.1985,14.1165,8.1569,11.7355,11.9091,11.7201,11.6839,11.891,11.6602,12.0267,12.6988,11.7564,12.0251,12.0973,12.0724,12.2286,12.0354,11.8123,11.5533
"hsa-miR-512-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.8057,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.1174,-3.3219,-3.3219,-3.3219
"hsa-miR-512-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.2642,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.5865,-3.3219,-3.3219,-3.3219
"hsa-miR-513a-3p",-3.3219,-3.3219,2.995,3.3731,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8909,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.844,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-513a-5p",5.0197,4.719,6.0768,8.1007,9.1448,3.7117,5.4801,4.7436,6.1774,4.5228,7.3982,2.8136,4.6476,4.1763,3.6231,4.6678,6.6919,6.9821,6.4704,3.892,2.9636,5.9864,1.685,3.0714,3.6557,4.1042,4.1898,3.275,3.7545,4.185,5.8401,3.1114
"hsa-miR-513b",0.8858,-3.3219,1.3984,7.6305,6.2248,-3.3219,-3.3219,0.5541,2.7776,1.2436,4.4141,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.411,5.7194,6.092,0.8245,0.7102,5.6096,0.3111,0.3726,0.4394,0.7906,0.8378,0.4948,1.0668,1.123,2.8828,0.2822
"hsa-miR-513c-5p",-3.3219,-3.3219,-3.3219,6.2091,4.9912,-3.3219,-3.3219,-3.3219,1.0559,-3.3219,2.8568,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.3139,5.6701,6.1734,-3.3219,-3.3219,5.7739,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1889,-3.3219
"hsa-miR-514b-5p",1.9935,1.9333,3.9953,4.583,2.6252,4.3455,4.8655,3.7695,-3.3219,-3.3219,1.9408,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0531,2.4154,3.6231,-3.3219,-3.3219,3.3923,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-515-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.361,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5766,-3.3219,-3.3219,-3.3219
"hsa-miR-515-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2203,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.3546,-3.3219,-3.3219,-3.3219
"hsa-miR-516a-3p",-3.3219,-3.3219,-3.3219,3.1675,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-516a-5p",-3.3219,-3.3219,-3.3219,5.8408,-3.3219,3.8592,3.9562,3.4652,-3.3219,1.962,-3.3219,-3.3219,4.8285,-3.3219,4.091,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.9268,-3.3219,1.8093,-3.3219
"hsa-miR-516b-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.6003,2.8597,2.5014,-3.3219,-3.3219,-3.3219,-3.3219,3.7308,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.6446,-3.3219,-3.3219,-3.3219
"hsa-miR-517a-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.425,-3.3219,4.0694,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,6.3655,-3.3219,3.4259,-3.3219
"hsa-miR-517c-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.0542,-3.3219,4.6,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.6055,-3.3219,4.3077,-3.3219
"hsa-miR-5187-5p",-3.3219,2.0268,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9788,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7189,2.6825,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5189",-3.3219,2.0419,2.4247,4.9788,2.3247,-3.3219,1.9619,2.2295,2.1967,3.8724,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9463,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-518a-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.2312,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-518a-5p",-3.3219,-3.3219,-3.3219,1.9614,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.163,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-518b",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.3594,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.9174,-3.3219,-3.3219,-3.3219
"hsa-miR-518c-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8062,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.4368,-3.3219,-3.3219,-3.3219
"hsa-miR-518e-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.4171,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6972,-3.3219,-3.3219,-3.3219
"hsa-miR-518e-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1959,1.3704,-3.3219,-3.3219,-3.3219,-3.3219,4.0704,2.3259,1.7271,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1842,-3.3219,-3.3219,-3.3219
"hsa-miR-5190",3.4235,3.6917,3.8096,5.3345,3.1401,-3.3219,2.9074,3.1491,3.5709,4.8129,-3.3219,-3.3219,-3.3219,-3.3219,1.7566,3.6626,3.1931,3.5457,4.0492,-3.3219,-3.3219,3.8826,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5194",4.422,5.5761,5.1921,5.7949,1.7563,4.9217,3.4238,4.4763,5.6298,4.5745,4.4404,2.926,-3.3219,-3.3219,4.7241,5.0159,3.9768,4.3242,5.0475,-3.3219,-3.3219,4.87,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5195-3p",4.2463,5.5084,6.722,9.2838,6.7916,4.5151,4.4125,4.9695,6.0058,7.7568,4.9091,2.9693,-3.3219,2.9915,4.4504,6.2569,3.5654,4.413,5.2588,-3.3219,-3.3219,4.7276,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5196-5p",3.944,5.6433,5.6509,6.3082,2.1893,5.6714,7.6056,6.5938,3.2507,3.4259,4.4273,4.7214,7.0147,6.6764,5.1471,2.9077,-3.3219,-3.3219,1.9998,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-519b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.0196,-3.3219,-3.3219,-3.3219
"hsa-miR-519c-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1134,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.7755,-3.3219,-3.3219,-3.3219
"hsa-miR-519d",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.1908,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4783,-3.3219,-3.3219,-3.3219
"hsa-miR-519e-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6097,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4319,-3.3219,-3.3219,-3.3219
"hsa-miR-520a-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6152,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.3084,-3.3219,-3.3219,-3.3219
"hsa-miR-520b",-3.3219,2.0511,4.8852,8.451,3.8022,-3.3219,-3.3219,-3.3219,3.4306,5.3513,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1763,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1585,-3.3219,-3.3219,-3.3219
"hsa-miR-520c-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.6126,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.7834,-3.3219,-3.3219,-3.3219
"hsa-miR-520d-3p",-3.3219,2.1879,-3.3219,-3.3219,-3.3219,2.9545,-3.3219,-3.3219,2.0884,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-520e",-3.3219,-3.3219,4.0959,7.6448,2.9012,-3.3219,-3.3219,-3.3219,-3.3219,4.4978,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0625,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-520f",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1443,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.7941,-3.3219,-3.3219,-3.3219
"hsa-miR-520g",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.4902,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5772,-3.3219,-3.3219,-3.3219
"hsa-miR-520h",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.8822,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.5279,-3.3219,-3.3219,-3.3219
"hsa-miR-521",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.2095,-3.3219,5.6298,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.4951,-3.3219,4.0066,-3.3219
"hsa-miR-522-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.3325,-3.3219,4.4106,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.5293,-3.3219,3.9582,-3.3219
"hsa-miR-525-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.9372,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.7932,-3.3219,-3.3219,-3.3219
"hsa-miR-526b-5p",-3.3219,-3.3219,2.3217,2.2968,-3.3219,2.9587,4.1496,3.018,-3.3219,-3.3219,-3.3219,-3.3219,4.0924,1.5119,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4307,-3.3219,-3.3219,-3.3219
"hsa-miR-532-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.381,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.4929,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-532-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1405,4.3154,2.725,-3.3219,2.1297,-3.3219,2.3507,-3.3219,3.2933,-3.3219,-3.3219,-3.3219,-3.3219,1.7358,-3.3219,-3.3219,-3.3219,2.8552,3.0004,-3.3219,2.8304,-3.3219,-3.3219,-3.3219,-3.3219,1.6945
"hsa-miR-539-5p",2.2762,4.6399,1.2956,-3.3219,-3.3219,4.7441,-3.3219,-3.3219,4.2818,-3.3219,2.1442,2.6495,-3.3219,-3.3219,3.9033,3.894,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-542-5p",-3.3219,-3.3219,3.4701,4.504,1.7721,-3.3219,-3.3219,-3.3219,1.9906,3.9431,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-548ai",-3.3219,-3.3219,-3.3219,3.2274,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-548az-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0422,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-548b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.2942,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-548q",3.6835,5.8167,6.2646,8.7594,6.9424,-3.3219,-3.3219,3.3992,4.7517,7.6541,4.0239,-3.3219,-3.3219,-3.3219,-3.3219,3.6488,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-550a-3-5p",-3.3219,2.6597,3.8263,5.0054,-3.3219,3.8597,3.4045,3.7996,2.7325,3.7279,-3.3219,-3.3219,2.1257,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-550a-3p",-3.3219,-3.3219,3.2476,-3.3219,-3.3219,3.2712,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4265,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-550a-5p",1.1494,3.336,4.084,4.7075,3.0236,1.3394,1.6669,1.032,4.0446,4.4157,1.0173,0.3048,-3.3219,-3.3219,0.5694,-3.3219,2.6839,3.4819,4.1863,-3.3219,-3.3219,3.5147,-3.3219,-3.3219,1.7277,-3.3219,0.8059,-3.3219,-3.3219,0.6026,-3.3219,-3.3219
"hsa-miR-550b-2-5p",-3.3219,3.3888,4.1482,6.2635,-3.3219,-3.3219,-3.3219,-3.3219,3.8938,5.0301,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8336,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-551b-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.243,5.742,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.919,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.8009,4.5045,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-551b-5p",-3.3219,-3.3219,-3.3219,2.4764,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-557",-3.3219,2.4993,4.1447,8.4673,5.1837,-3.3219,-3.3219,3.1553,3.1202,4.4493,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.228,-3.3219,-3.3219,2.8239,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5571-5p",-3.3219,-3.3219,-3.3219,1.9013,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5581-5p",-3.3219,2.1232,5.1595,5.8047,3.9733,1.9919,-3.3219,3.596,2.0773,4.5146,3.4671,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.4427,4.7356,5.5465,-3.3219,-3.3219,5.3385,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.9744,-3.3219
"hsa-miR-5584-5p",-3.3219,-3.3219,3.0727,-3.3219,-3.3219,3.0587,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6464,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-5585-3p",2.9511,4.1771,6.6466,7.5363,5.3959,-3.3219,-3.3219,2.7788,-3.3219,2.9224,2.9206,-3.3219,-3.3219,3.5304,-3.3219,6.0589,4.9014,5.4223,6.4051,-3.3219,-3.3219,5.8164,-3.3219,-3.3219,-3.3219,-3.3219,1.4748,-3.3219,-3.3219,1.4158,1.9929,-3.3219
"hsa-miR-5587-5p",3.6081,4.236,4.7208,5.2007,3.3741,-3.3219,-3.3219,-3.3219,4.3921,4.6904,3.5566,-3.3219,-3.3219,-3.3219,1.7495,4.2132,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-563",-3.3219,-3.3219,-3.3219,3.366,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-564",-3.3219,-3.3219,3.1444,4.5677,3.3653,-3.3219,-3.3219,-3.3219,-3.3219,1.7097,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.2721,3.3462,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-566",-3.3219,-3.3219,-3.3219,0.9077,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
