"","GSM3467238","GSM3467239","GSM3467240","GSM3467241","GSM3467242","GSM3467243","GSM3467244","GSM3467245","GSM3467246","GSM3467247","GSM3467248","GSM3467249","GSM3467250","GSM3467251","GSM3467252","GSM3467253","GSM3467254","GSM3467255","GSM3467256","GSM3467257","GSM3467258","GSM3467259","GSM3467260","GSM3467261","GSM3467262","GSM3467263","GSM3467264","GSM3467265","GSM3467266","GSM3467267","GSM3467268","GSM3467269","GSM3467270","GSM3467271","GSM3467272","GSM3467273","GSM3467274","GSM3467275"
"hsa-miR-335-3p",8.181,7.524,7.825,7.504,6.885,5.075,7.855,5.057,6.087,-3.322,6.029,4.413,7.944,5.446,5.672,5.416,5.902,7.62,7.84,6.135,5.83,4.945,8.775,7.878,7.421,8.8,7.978,8.036,5.133,5.372,6.703,7.592,8.776,6.672,7.64,8.592,8.647,7.261
"hsa-miR-133b",-3.322,-3.322,-0.152,-3.322,2.828,-3.322,-0.737,-3.322,-3.322,-3.322,-0.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,0.848,1.07,-0.322,-3.322,-3.322,0.585,-3.322,2.293,1.138,-0.737,-3.322,2.848,-0.737
"hsa-miR-345-5p",5.158,5.406,5.138,5.304,4.044,7.489,4.982,5.057,6.798,8.745,6.819,6.962,4.991,6.446,7.583,7.485,6.794,5.066,5.609,6.733,6.8,6.37,4.977,6.505,5.615,5.741,4.75,6.516,7.339,7.556,7.375,5.875,7.008,6.315,5.426,5.3,6.413,5.307
"hsa-miR-345-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.104,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-346",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-384",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-196b-5p",4.42,4.868,3.888,4.603,5.049,5.075,4.644,4.644,6.144,7.25,6.213,5.606,2.982,4.446,5.329,5.9,4.096,4.17,5.233,4.511,5.672,5.343,5.667,5.629,5.443,4.307,5.267,5.594,5.009,5.508,5.638,5.805,5.655,4.892,5.433,5.178,5.609,6.022
"hsa-miR-196b-3p",0.138,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-0.152,-3.322
"hsa-miR-422a",-3.322,-3.322,-3.322,-1.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-423-5p",13.187,13.993,12.647,14.402,13.141,15.102,14.384,14.696,14.356,16.871,13.074,15.71,12.319,14.208,11.717,12.26,14.759,13.076,12.168,15.051,15.781,15.419,12.264,13.163,13.253,14.079,13.079,13.103,15.258,15.647,14.845,13.566,12.888,13.361,13.563,14.141,13.128,13.335
"hsa-miR-423-3p",12.89,12.626,12.927,12.383,12.999,14.068,13.053,12.274,12.13,13.466,13.603,13.429,12.684,13.998,13.941,13.697,14.355,12.757,13.206,13.93,14.356,13.822,12.733,13.147,12.984,13.747,12.997,12.792,13.786,14.236,13.346,13.327,13.374,13.689,13.335,13.85,13.489,13.452
"hsa-miR-424-5p",4.343,4.129,4.591,5.259,3.828,4.492,3.336,4.053,6,-3.322,5.304,3.609,3.667,-3.322,4.561,4.678,4.096,3.7,4.322,3.733,4.413,4.603,5.446,4.365,4.53,4.517,1.848,6.154,4.771,3.511,2.585,4.07,5.07,4.44,2.609,4.271,4.945,2.678
"hsa-miR-424-3p",7.022,7.455,7.146,7.701,7.263,7.19,6.881,7.516,6.469,8.183,7.679,7.412,6.598,7.352,7.09,6.263,7.452,6.24,7.256,7.013,7.103,6.698,7.404,7.403,6.777,6.824,6.338,8.579,6.854,6.334,6.349,7.007,6.909,7.185,6.558,6.772,6.858,6.318
"hsa-miR-425-5p",9.196,9.177,9.212,9.056,9.124,10.257,8.17,8.361,9.838,9.98,9.603,9.789,9.187,10.388,10.018,9.751,8.977,8.944,8.41,9.481,9.459,9.762,9.101,9.255,9.193,8.776,8.307,9.517,10.079,9.906,9.504,9.871,10.094,9.466,9.043,8.561,10.16,8.639
"hsa-miR-425-3p",6.928,6.406,7.038,6.696,7.667,8.19,7.421,6.516,8.059,6.96,7.884,7.535,6.474,8.969,8.458,8.519,7.849,6.411,7.733,8.257,8.122,7.629,7.158,7.827,7.571,7.032,7.184,7.01,8.113,8.253,8.07,7.975,8.033,7.505,8.006,7.128,7.859,7.718
"hsa-miR-18b-5p",1.722,1.536,-3.322,2.35,2.828,3.485,0.263,3.053,3.121,3.787,1.263,1.585,0.678,3.446,0.585,-3.322,2.104,0.585,2.926,1.926,-3.322,-0.322,-3.322,-3.322,0.766,1.138,-0.152,2.35,2.485,0,3.597,1.485,1.322,1.536,0.678,-0.322,1,1.07
"hsa-miR-18b-3p",-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.485,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-20b-5p",8.167,9.067,8.705,8.821,8.65,9.639,8.739,9.276,10.297,8.697,9.817,9.277,9.179,9.173,9.023,9.115,8.094,7.645,9.001,7.833,8.14,7.275,8.513,7.8,7.827,6.568,7.275,8.517,9.137,8.054,7.627,7.959,8.031,7.828,7.378,6.479,7.43,8.271
"hsa-miR-20b-3p",-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-1.322,-3.322,2.104,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,0.848,-3.322,-3.322,-3.322,0,1.585,-3.322,-1,-3.322,-3.322,-3.322,-1.322,-1.737
"hsa-miR-448",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-429",0.678,-3.322,0.926,3.293,-3.322,-3.322,2.7,-3.322,1,-3.322,0.678,-3.322,-3.322,-3.322,2.17,3.087,-3.322,-1,-3.322,-3.322,1.263,0.678,2.868,2.036,1.485,2.293,0.263,2.233,1.485,2.632,2.17,2.485,2.828,1.848,0.678,3.138,3.087,2.678
"hsa-miR-449a",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.379,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-0.152,-0.322,-3.322,-3.322,3.766,-3.322,-1.737,-3.322,-3.322,0.678,-3.322,-3.322
"hsa-miR-431-5p",2.945,-3.322,0.926,-0.322,4.24,3.485,3.053,-3.322,3.217,5.789,2.263,4.413,1.678,3.446,4.926,3.087,5.416,3.392,3.322,3.511,5.104,1.263,1.263,3.632,4.096,4.018,1.722,4.062,2.655,5.178,2.17,3.807,2.293,4.744,3.036,-0.322,4.44,3.35
"hsa-miR-431-3p",2.138,-3.322,0.926,-3.322,2.233,4.492,3.644,-3.322,2.744,3.787,-3.322,2.609,3.248,-3.322,5.259,4.678,4.678,3.392,0.848,3.926,3.573,2.036,1.263,3.053,4.459,4.336,3.263,2.807,2.293,5.406,-3.322,2.485,1.585,3.536,3.42,0.678,4.3,3.907
"hsa-miR-433-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-1.322,-3.322,0.263,2.07,-3.322,-3.322,-3.322,-1.322,-3.322,0.263,-3.322,-0.152,0.678
"hsa-miR-433-3p",6.834,4.453,6.771,5.466,8.508,6.489,8.269,5.225,6.798,7.598,5.498,8.871,7.766,9.352,9.641,8.765,9.687,8.434,7.958,8.992,9.115,6.492,7.158,7.66,8.618,8.684,7.62,7.742,5.863,9.589,5.501,7.75,5.892,9.113,8.434,5.684,8.448,8.426
"hsa-miR-329-5p",-1,-3.322,-3.322,-1.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,2.609,-3.322,-3.322,2.036,3.087,3.087,-3.322,-3.322,3.733,1.848,-3.322,1.263,-3.322,2.138,0.848,1.585,0.926,-3.322,2.036,3.186,1.485,-1.737,1.848,1.433,-3.322,1.888,0.926
"hsa-miR-329-3p",2.722,0.585,3.053,2.655,3.561,-3.322,3.711,-3.322,3.498,-3.322,0.678,4.186,4.472,5.446,5.492,-3.322,4.096,5.476,3.561,2.926,3.828,-0.322,5.182,4.853,6.06,4.129,3.776,5.382,2.807,5.259,3.916,4.485,2.848,3.991,4.154,2.678,5.963,3.459
"hsa-miR-451a",12.942,15.09,13.087,14.989,14.567,15.157,13.732,14.768,15.854,16.088,14.22,15.064,13.973,16.045,13.257,13.096,12.599,12.884,13.255,12.461,14.505,15.928,14.537,12.807,13.575,13.347,12.092,15.325,15.098,13.298,12.742,14.332,14.477,13.96,11.906,13.239,13.533,13.175
"hsa-miR-452-5p",7.248,4.94,6.472,6.577,6.667,6.489,5.591,3.644,6.414,-3.322,7.268,6.926,7.55,4.446,7.033,7,5.681,7.652,6.651,7.496,5.736,7.486,7.056,6.044,6.311,5.096,5.957,5.225,6.073,7.699,6.594,5.57,6.306,6.248,7.059,5.358,6.225,5.689
"hsa-miR-409-5p",4.263,-3.322,4.695,3.818,4.7,-3.322,5.252,3.644,4.542,5.375,2.7,6.306,5.711,5.768,7.074,7.678,5.096,6.652,3.818,6.481,4.945,2.7,4.079,5.368,6.64,5.902,4.65,5.485,6.828,6.662,3.916,4.94,2.722,6.042,5.252,2.848,6.471,5.248
"hsa-miR-409-3p",9.905,8.094,10.044,9.062,11.039,9.829,11.002,8.397,9.282,10.282,7.362,11.776,11.025,10.303,11.701,12.159,11.973,11.619,10.691,11.48,11.521,9.116,10.223,10.843,11.549,11.398,11.197,10.752,12.056,12.045,9.392,10.408,8.458,11.664,10.919,8.22,11.268,10.946
"hsa-miR-412-5p",3.217,-3.322,-0.152,-0.322,-3.322,-3.322,4.009,3.644,-0.515,-3.322,2,4.186,1.678,-3.322,5.3,6.094,-3.322,0.585,4.787,-3.322,4.154,-3.322,1.263,4.044,4.843,0.848,0.848,0.926,3.573,5.333,-3.322,1.485,-0.737,4.343,0.485,-3.322,3.379,4.343
"hsa-miR-412-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,1.807,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-3.322,1.07,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,0.585,-3.322
"hsa-miR-410-5p",0.138,-3.322,-3.322,0.263,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.926,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,1.07,0,-3.322,1.485,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322
"hsa-miR-410-3p",3.991,0.585,4.209,3.036,5.049,-3.322,4.644,-3.322,3.42,4.792,3.597,5.066,4.573,6.254,6.334,6.094,5.263,5.897,3.406,6.135,4.492,2.511,5.667,5.044,6.934,5.505,5.209,6.433,6.027,6.07,2.17,6.068,5.233,6.192,5.079,2.263,7.1,4.781
"hsa-miR-376b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,5.075,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.766,0.379,-3.322,-1.322,-3.322,2.036,-3.322,-3.322,0.379,-3.322,-3.322,-3.322,0.138,-3.322
"hsa-miR-376b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.138,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,6.498,0.263,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-2.322,3.935,3.087,-3.322
"hsa-miR-483-5p",0.678,4.009,1.888,3.597,2.233,6.948,3.053,3.644,5.436,7.25,4.392,5.692,3.248,-3.322,1.926,-3.322,4.096,3.392,2.926,5.174,7.234,4.505,-3.322,4.365,2.722,2.744,2.907,4.548,4.912,5.049,6.986,-3.322,2.655,3.7,3.42,4.271,2.963,2.722
"hsa-miR-483-3p",0.678,0.585,-3.322,1.202,-3.322,-3.322,1.263,-3.322,3.121,4.792,3.018,-3.322,2.263,-3.322,2.036,-3.322,2.104,2.459,2.828,0.926,-3.322,-0.322,2.263,2.036,1.485,1.848,0.263,4.225,-0.515,-3.322,5.638,2.485,2.609,1.848,0.263,2,2.561,2
"hsa-miR-484",11.058,11.033,11.024,10.635,11.061,11.654,11.248,10.682,11.567,11.42,11.784,10.779,11.019,11.717,11.706,11.093,11.316,11.014,11.718,11.446,11.312,11.232,11.951,11.775,12.055,11.832,11.11,12.449,11.424,11.565,11.871,12.661,12.873,11.846,11.362,11.733,12.679,11.535
"hsa-miR-485-5p",4.833,4.129,5.615,4.07,6.049,-3.322,6.359,3.053,5.031,6.113,2.485,6.926,6.16,6.615,5.935,7.093,7.586,6.783,6.188,7.076,7.127,5.057,4.446,6.044,6.289,6.461,6.531,5.42,7.459,7.352,6.117,5.482,3.17,6.315,6.392,3.597,5.963,5.973
"hsa-miR-485-3p",6.517,4.248,6.517,5.375,7.749,5.81,7.687,5.057,5.954,6.96,4.278,7.305,7.621,7.768,7.49,8.45,8.182,7.995,7.59,7.598,7.737,4.505,7.734,8.349,8.894,9.37,8.462,9.063,8.242,8.119,7.349,8.472,6.885,8.803,8.51,6.479,9.169,8.017
"hsa-miR-486-5p",12.776,14.65,13.073,14.721,14.761,14.182,14.581,15.538,13.859,15.152,15.155,14.822,13.903,14.549,13.021,12.918,13.56,12.529,13.881,13.231,14.748,14.984,13.894,12.696,12.539,12.272,13.238,12.744,14.518,13.631,12.409,11.69,11.537,12.324,12.916,12.222,10.874,14.083
"hsa-miR-486-3p",6.688,8.248,7.339,8.571,8.111,7.074,8.315,9.266,7.615,8.434,8.286,7.487,7.562,8.146,5.776,5.678,6.555,6.556,7.555,6.481,8.059,6.02,7.297,6.689,6.416,7.435,6.928,7.232,7.454,6.721,6.501,5.652,6.146,6.392,6.622,7.615,6.618,7.336
"hsa-miR-487a-5p",-3.322,-3.322,-3.322,-3.322,4.24,4.492,3.573,2.07,3.935,-3.322,3.018,3.609,1.678,4.446,4.446,5.416,5.096,-3.322,2.926,4.385,4.413,2.511,3.858,3.053,4.695,3.433,3.954,3.644,4.912,4.44,4.053,4.07,2.104,4.233,5.018,-0.322,3.722,4.343
"hsa-miR-487a-3p",-1,-3.322,0.926,-0.322,1.263,3.485,2.263,-3.322,-3.322,-3.322,-3.322,4.776,1.678,-3.322,2.406,-3.322,2.104,1.807,-3.322,-3.322,3.053,-3.322,1.263,3.053,2.848,3.087,1.07,4.062,4.24,3.511,-3.322,2.485,1.585,3,2.036,0.678,4.406,1.536
"hsa-miR-488-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-488-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322
"hsa-miR-489-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.17,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-490-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-0.737
"hsa-miR-490-3p",1.722,0.585,3.053,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,5.573,1.585,2.263,-3.322,1.585,-3.322,-3.322,1,3.322,-3.322,2.561,4.555,-3.322,-3.322,1.722,1.848,1.585,2.104,-3.322,2.379,0.585,3.485,2.848,0.485,3.233,3,3.963,1.585
"hsa-miR-491-5p",0.678,-3.322,1.485,1.202,-3.322,3.485,-0.737,-3.322,2.585,-3.322,0.678,3.186,-3.322,-3.322,3.446,-3.322,2.104,-3.322,-0.737,0.926,2.828,0.678,2.263,-3.322,1.722,-3.322,-1.737,-0.322,2.07,-3.322,0.585,2.485,-1.737,-0.515,-0.322,-3.322,0.766,1.536
"hsa-miR-491-3p",1.138,-3.322,-0.152,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.766,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322
"hsa-miR-511-5p",0.138,1.536,-0.152,1.807,2.233,-3.322,2.433,-3.322,2.233,-3.322,3.154,1.585,2.678,-3.322,2.17,3.087,-3.322,1,-0.737,1.926,1.263,-3.322,1.263,-3.322,0.138,-0.152,1.433,2.632,3.07,2.036,-3.322,-3.322,1.138,-3.322,0.485,1.263,1,0.678
"hsa-miR-511-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.848,-3.322,1.07,-3.322,-3.322,2.485,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-146b-5p",11.978,11.605,11.71,11.801,10.393,11.341,10.673,10.251,11.078,10.611,11.229,11.567,11.776,10,11.228,11.991,10.586,11.946,11.485,11.549,10.797,10.717,12.142,11.365,11.542,11.867,11.689,12.079,11.898,11.511,11.298,12.401,11.697,11.929,11.027,12.316,11.843,11.47
"hsa-miR-146b-3p",3.722,4.248,3.7,2.744,3.248,3.485,4.009,2.07,4.7,6.598,5.049,5.606,3.991,4.446,5.031,3.087,5.263,4.17,4.818,5.096,4.888,4.907,4.977,3.632,3.667,4.018,4.209,4.548,5.792,5.855,2.585,4.485,3.897,4.233,4.776,4.079,4.271,4.711
"hsa-miR-202-5p",-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-202-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322
"hsa-miR-493-5p",8.526,7.191,8.368,7.507,8.772,5.075,9.172,6.144,6.736,6.113,4.446,7.463,9.478,5.768,8.532,7.9,8.487,10.177,8.543,8.155,7.502,5.606,8.632,8.952,9.952,10.053,9.343,9.484,4.843,8.291,6.375,8.918,7.036,9.685,9.249,6.961,9.803,8.738
"hsa-miR-493-3p",5.991,4.358,5.771,4.838,6.913,5.075,6.993,2.07,5.938,5.789,3.858,7.386,7.007,7.146,7.499,7.414,8.244,7.363,5.725,7.248,8.176,5.092,5.975,6.366,7.185,6.674,6.359,6.459,5.658,7.762,4.293,6.127,3.838,7.119,7.312,3.597,6.997,6.84
"hsa-miR-432-5p",7.879,6.547,7.789,7.089,9.741,8.074,9.686,7.449,8.351,8.375,5.573,8.627,8.544,9.227,8.684,8.765,10.443,9.356,8.808,9.63,10.193,5.479,7.933,8.111,9.212,9.477,9.412,8.595,6.117,9.059,7.501,7.909,6.229,9.061,9.494,6.329,8.657,9.235
"hsa-miR-432-3p",-1,-3.322,-3.322,-3.322,-3.322,-3.322,2.433,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.379,-3.322
"hsa-miR-494-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,0.263,-3.322,3.632,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322
"hsa-miR-494-3p",5.703,4.129,6.531,4.263,6.411,5.075,5.661,3.644,6.544,3.787,3.689,6.604,7.462,5.446,8.568,8.047,6.739,8.01,6.392,6.248,5.8,3.7,6.798,6.853,7.809,7.358,6.327,7.903,5.19,7.379,4.684,7.592,6.075,7.8,5.539,4.44,8.747,5.472
"hsa-miR-495-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-495-3p",4.968,2.536,5.174,3.35,4.561,5.489,5.031,4.053,5.545,-3.322,2,5.606,5.914,3.446,6.172,5.678,5.263,6.493,4.186,5.511,5,3.868,5.361,5.747,6.96,6.648,5.456,7.716,5.618,5.72,5.681,6.238,5.82,7.126,5.539,3.689,8.413,5.42
"hsa-miR-496",-1,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,0.379,-3.322,-3.322,-3.322,0.678,-3.322,0.926,3.087,3.678,1,-0.737,0.926,2.828,1.678,-3.322,-3.322,1.485,2.926,1.07,2.722,1.807,2.379,-3.322,2.485,1.263,1.536,-0.322,-3.322,4.044,1.138
"hsa-miR-193b-5p",-1,2.536,-0.152,1.632,1.263,4.492,0.848,-3.322,2.406,5.789,-3.322,2.609,-3.322,-3.322,-3.322,-3.322,2.104,-1,0.848,2.511,3.7,0.678,1.263,2.036,-0.737,0.848,0.848,4.194,1.485,2.036,2.907,-3.322,0.138,-3.322,-0.322,-0.322,0.585,0.926
"hsa-miR-193b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.536,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.202,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,-3.322,-3.322,1,0.678
"hsa-miR-497-5p",3.776,3.548,2.485,1,-3.322,4.492,2.433,-3.322,5.142,5.789,4.392,4.186,2.678,-3.322,3.632,4.096,3.087,3.524,4.479,5.096,3.053,3.154,-3.322,3.053,2.848,2.293,-0.152,4.096,5.322,5.333,5.501,4.293,4.256,4.053,2.807,2.678,4.113,2.406
"hsa-miR-497-3p",-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
