"","GSM2286937","GSM2286938","GSM2286939","GSM2286940","GSM2286941","GSM2286942","GSM2286943","GSM2286944","GSM2286945","GSM2286946","GSM2286947","GSM2286948","GSM2286949"
"hsa-miR-371-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-372",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-373",14.0354,7.9696,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-374a",7.0108,4.9635,8.991,6.9989,4.9918,6.9989,8.9931,11.005,4.0072,4.976,7.0021,6.0139,3.9545
"hsa-miR-374b",6.0493,2.9945,7.0416,5.0064,5.0192,6.0139,9.0109,9.0493,3.0115,2.9902,4.9973,5.0305,2.9665
"hsa-miR-375",5.0022,4.9607,8.0028,6.0089,9.0008,6.0001,8.9794,9.0304,8.0083,5.9797,8.0169,8.9938,6.9611
"hsa-miR-376a",14.0354,6.9712,16.0312,14.038,10.0194,12.0292,15.02,16.0442,6.0264,10.0352,9.0064,11.0294,6.9593
"hsa-miR-376b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-376c",8.9691,7.0031,9.0244,10.0189,14.0316,11.0294,15.02,10.0265,5.0223,7.9946,7.0179,8.0165,5.9754
"hsa-miR-377",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,6.4668,12.9937
"hsa-miR-379",9.8208,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,9.044,13.0117,12.0248,14.0467,12.9937
"hsa-miR-380",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-381",-19.1028,6.9874,16.0312,14.038,14.0316,15.0311,15.02,16.0442,10.9876,13.0117,12.0248,14.0467,12.9937
"hsa-miR-382",7.0146,11.0069,7.0832,14.038,14.0316,15.0311,15.02,16.0442,6.0736,13.0117,12.0248,14.0467,12.9937
"hsa-miR-383",14.0354,11.0069,16.0312,9.9029,9.9925,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-384",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-409-5p",14.0354,11.0069,9.0724,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-410",14.0354,11.0069,11.0105,14.038,14.0316,11.0064,15.02,16.0442,8.0082,13.0117,12.0248,14.0467,5.9763
"hsa-miR-411",14.0354,11.0069,16.0312,14.038,9.9854,15.0311,15.02,16.0442,9.0136,13.0117,12.0248,10.0469,12.9937
"hsa-miR-412",14.0354,11.0069,12.0738,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-422a",14.0354,6.98,16.0312,14.038,14.0316,15.0311,10.9915,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-423-5p",6.9956,2.9735,6.0051,6.0602,8.0314,9.0128,7.0026,8.0567,8.0351,5.9804,12.0248,8.0206,12.9937
"hsa-miR-424",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,10.0326,-19.7699
"hsa-miR-425",4.0174,11.0069,16.0312,14.038,4.0352,4.0079,15.02,16.0442,4.0226,2.9544,4.0211,3.9909,2.9753
"hsa-miR-429",14.0354,11.0069,16.0312,14.038,14.0316,11.0295,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-431",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-433",6.0027,11.0069,9.0366,10.0178,14.0316,15.0311,15.02,16.0442,9.0201,13.0117,12.0248,14.0467,12.9937
"hsa-miR-448",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-449a",10.9786,11.0069,16.0312,10.0428,10.963,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-449b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-450a",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,12.0304,13.0117,12.0248,14.0467,12.9937
"hsa-miR-450b-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,10.0622,12.9937
"hsa-miR-450b-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-451",1.001,0.9622,1.9869,2.0185,1.009,0.0053,1.9973,2.0164,2.0146,-0.0096,0.9829,1.0225,0.9721
"hsa-miR-452",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-453",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-454",4.9736,2.9538,9.9928,7.0048,6.9917,7.9824,8.9769,8.9963,5.9994,4.9678,6.9721,6.9885,4.9369
"hsa-miR-455-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-455-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,8.968,12.0248,14.0467,12.9937
"hsa-miR-483-5p",7.0014,4.9824,6.9942,7.0019,6.994,7.9906,6.984,7.0052,7.9966,6.9823,7.9755,8.0051,5.9382
"hsa-miR-484",1.992,-0.0431,1.994,4.0001,2.9953,3.0098,4.991,5.008,1.0003,1.9922,3.9988,3.018,0.9575
"hsa-miR-485-3p",14.0354,4.0183,16.0312,14.038,7.021,15.0311,15.02,16.0442,7.0521,6.0073,6.0314,14.0467,5.9781
"hsa-miR-485-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-486-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-486-5p",4.02,-2.0269,2.0357,5.0337,5.0192,5.0085,4.0239,4.0161,6.0413,4.0111,3.997,5.0458,3.9549
"hsa-miR-487a",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,7.9656
"hsa-miR-487b",14.0354,7.0086,12.0153,14.038,10.0265,15.0311,15.02,16.0442,9.0297,13.0117,12.0248,14.0467,12.9937
"hsa-miR-488",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-489",10.0734,11.0069,16.0312,10.0144,14.0316,15.0311,15.02,16.0442,11.0309,13.0117,12.0248,14.0467,12.9937
"hsa-miR-490-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-491-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-491-5p",8.0012,4.988,11.0229,14.038,14.0316,15.0311,15.02,16.0442,10.0193,13.0117,12.0248,14.0467,7.9913
"hsa-miR-492",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-493",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,10.041,13.0117,12.0248,14.0467,12.9937
"hsa-miR-494",9.9887,11.0069,16.0312,9.9876,9.9871,15.0311,15.02,16.0442,10.0189,8.9824,7.9824,14.0467,8.9553
"hsa-miR-495",5.0466,4.9988,7.0685,14.038,8.0112,15.0311,15.02,16.0442,6.0177,5.9956,12.0248,8.0418,5.9932
"hsa-miR-496",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-499-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-499-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-500",14.0354,11.0069,16.0312,14.038,10.0335,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,10.035,8.9991
"hsa-miR-501-3p",14.0354,11.0069,16.0312,14.038,10.0242,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-501-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-502-3p",14.0354,11.0069,16.0312,14.038,14.0316,11.0028,15.02,13.0622,13.0054,13.0117,12.0248,10.0207,9.9578
"hsa-miR-502-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,8.9597,12.0248,14.0467,12.9937
"hsa-miR-503",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-504",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-505",14.0354,4.9702,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,4.9138,12.9937
"hsa-miR-506",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-507",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-508-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-508-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-509-3-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-509-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-510",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-511",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,12.0395,12.0155,13.0117,12.0248,14.0467,12.9937
"hsa-miR-512-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,12.1104,13.0117,12.0248,14.0467,12.9937
"hsa-miR-512-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-513-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-515-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-515-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,10.9941,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-516a-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-516b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-517a",14.0354,7.0233,16.0312,14.038,14.0316,15.0311,15.02,11.0401,12.0599,13.0117,12.0248,14.0467,12.9937
"hsa-miR-517b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-517c",14.0354,11.0069,12.0469,14.038,14.0316,15.0311,15.02,11.9613,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518a-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518a-5p",14.0354,11.0069,16.0312,14.038,14.0316,11.0639,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518b",-14.9654,11.0069,-12.9866,-15.0183,14.0316,15.0311,-15.0224,-13.9474,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518c",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518d-3p",10.0927,6.9758,16.0312,7.006,10.0966,9.0263,7.9925,16.0442,9.0753,6.9807,6.0017,9.0242,6.9943
"hsa-miR-518d-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518e",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-518f",-13.9862,-6.9499,-11.9867,-14.0183,10.8955,11.9566,-13.9113,-12.9918,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-519a",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,12.0787,12.044,13.0117,12.0248,14.0467,12.9937
"hsa-miR-519c-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-519d",14.0354,11.0069,16.0312,14.038,10.0507,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-519e",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-520a-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-520a-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-520b",9.9968,11.0069,16.0312,14.038,14.0316,10.9349,9.87,16.0442,16.0496,13.0117,12.0248,14.0467,9.1403
"hsa-miR-520d-5p",14.0354,11.0069,16.0312,14.038,8.0379,9.0498,15.02,9.0208,9.0502,7.0316,5.0073,7.026,6.9972
"hsa-miR-520e",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-520f",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-520g",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-521",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-522",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,10.9763,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-523",-12.9354,8.0448,-10.9917,-13.0122,14.0316,15.0311,-12.9609,-10.9362,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-524-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-525-3p",10.0008,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-525-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-526b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-532-3p",11.0152,6.9775,12.0406,14.038,7.9977,7.9913,11.0347,16.0442,9.0093,7.9883,7.9993,8.0396,6.9797
"hsa-miR-532-5p",10.0333,6.9637,8.0191,14.038,10.0179,11.039,11.0505,12.0321,9.0512,8.9785,12.0248,10.0289,9.0308
"hsa-miR-539",14.0354,11.0069,11.0237,14.038,14.0316,15.0311,15.02,16.0442,9.0383,8.1059,12.0248,14.0467,7.986
"hsa-miR-541",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-542-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-542-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-544",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-545",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,12.004,13.0117,12.0248,11.0187,12.9937
"hsa-miR-548a-3p",9.9969,5.9743,16.0312,14.038,10.0215,8.9777,10.9613,12.9918,11.0374,7.9719,4.9847,8.0219,6.956
"hsa-miR-548a-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-548b-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-548b-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,12.0838,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-548c-3p",14.0354,6.9728,16.0312,14.038,9.9972,10.9949,15.02,16.0442,12.014,13.0117,7.0077,9.0048,6.9579
"hsa-miR-548c-5p",14.0354,11.0069,16.0312,10.9979,14.0316,15.0311,15.02,16.0442,12.976,13.0117,12.0248,14.0467,9.9452
"hsa-miR-548d-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-548d-5p",14.0354,11.0069,16.0312,10.0216,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-551b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-556-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-556-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-561",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-570",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-574-3p",7.0194,4.0016,7.0035,7.0198,7.012,7.0181,11.0402,9.0287,5.0282,4.9827,12.0248,7.0943,3.9583
"hsa-miR-576-3p",11.0312,11.0069,12.0111,14.038,14.0316,15.0311,15.02,16.0442,11.0244,13.0117,12.0248,14.0467,8.958
"hsa-miR-576-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,-18.2436,12.0248,14.0467,12.9937
"hsa-miR-579",11.0725,11.0069,11.9917,14.038,8.01,15.0311,15.02,16.0442,10.0012,13.0117,12.0248,14.0467,8.9639
"hsa-miR-582-3p",14.0354,11.0069,16.0312,14.038,14.0316,11.0184,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-582-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-589",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,12.0246,13.0117,12.0248,14.0467,12.9937
"hsa-miR-590-5p",9.0019,7.0016,8.004,9.0208,6.9828,7.9996,6.9752,10.0212,6.0154,7.9867,6.983,8.0273,5.9637
"hsa-miR-597",14.0354,4.9802,8.9811,6.0229,8.0157,9.0283,6.9931,8.0013,10.02,5.9921,12.0248,7.0368,9
"hsa-miR-598",8.0409,8.0025,12.0369,9.0132,10.0046,11.0245,10.0085,11.0284,9.0311,13.0117,12.0248,14.0467,6.9445
"hsa-miR-615-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-615-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-616",14.0354,11.0069,16.0312,14.038,9.0601,15.0311,15.02,10.0035,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-618",-12.016,11.0069,-10.9221,-13.0379,14.0316,15.0311,-11.966,-10.9169,-9.9454,13.0117,-11.0759,14.0467,-13.0761
"hsa-miR-624",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-625",14.0354,11.0069,16.0312,14.038,9.9939,15.0311,15.02,16.0442,9.0501,7.9988,12.0248,14.0467,12.9937
"hsa-miR-627",14.0354,11.0069,12.0112,14.038,14.0316,15.0311,15.02,16.0442,-11.9944,13.0117,-12.9932,14.0467,-14.9981
"hsa-miR-628-5p",10.0663,-15.058,16.0312,14.038,8.9658,15.0311,11.0043,12.0158,9.9944,13.0117,12.0248,14.0467,12.9937
"hsa-miR-629",14.0354,11.0069,12.007,14.038,9.0299,10.0348,15.02,16.0442,11.0389,13.0117,12.0248,14.0467,12.9937
"hsa-miR-636",7.0104,6.0118,9.0021,7.0613,7.0579,15.0311,15.02,10.0356,9.0568,3.9831,12.0248,14.0467,12.9937
"hsa-miR-642",9.026,11.0069,8.9962,9.0065,14.0316,10.0004,15.02,16.0442,12.0162,13.0117,12.0248,14.0467,12.9937
"hsa-miR-651",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-652",8.0343,6.9918,7.9895,10.0122,10.0314,11.0076,15.02,12.019,9.0429,9.0185,12.0248,10.0535,7.9812
"hsa-miR-653",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-654-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,12.9966,13.0117,12.0248,14.0467,12.9937
"hsa-miR-654-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-655",11.0152,11.0069,16.0312,14.038,14.0316,15.0311,15.02,12.0295,9.0385,8.999,12.0248,14.0467,12.9937
"hsa-miR-660",5.0366,4.0025,5.0206,10.0511,7.006,6.0514,5.082,7.0068,7.0685,9.025,7.0055,6.0042,8.9907
"hsa-miR-671-3p",10.0088,5.9703,9.9969,14.038,14.0316,10.9939,15.02,16.0442,10.0296,7.9942,12.0248,14.0467,7.9575
"hsa-miR-672",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,7.9781,12.9937
"hsa-miR-674",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-708",14.0354,11.0069,16.0312,14.038,7.0261,15.0311,15.02,16.0442,16.0496,13.0117,5.952,14.0467,12.9937
"hsa-miR-744",8.0182,3.9658,8.008,8.0013,10.034,11.014,15.02,16.0442,5.9961,7.0087,12.0248,8.0328,5.9742
"hsa-miR-758",14.0354,11.0069,11.9679,14.038,14.0316,15.0311,15.02,16.0442,6.0301,13.0117,2.0006,14.0467,3.9845
"hsa-miR-871",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-872",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-873",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-874",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-875-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-876-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-876-5p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-885-3p",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-885-5p",7.0247,4.0284,7.0155,6.0178,6.0167,7.0153,7.0153,7.0076,9.0162,5.9845,6.007,7.0143,7.994
"hsa-miR-886-3p",14.0354,11.0069,16.0312,14.038,14.0316,8.9753,8.9754,10.0432,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-886-5p",14.0354,5.9912,11.9566,14.038,9.0346,11.0307,15.02,12.0932,10.0471,7.0049,8.0445,10.0288,8.968
"hsa-miR-887",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-888",14.0354,-9.9657,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-889",9.0373,11.0069,11.9834,14.038,14.0316,15.0311,15.02,16.0442,10.0284,13.0117,12.0248,14.0467,12.9937
"hsa-miR-890",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-891a",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-891b",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-892a",14.0354,11.0069,16.0312,14.038,14.0316,15.0311,15.02,16.0442,16.0496,13.0117,12.0248,14.0467,12.9937
"hsa-miR-9",5.039,11.0069,16.0312,6.9971,9.9989,15.0311,15.02,5.0431,16.0496,9.0063,12.0248,14.0467,9.0095
"hsa-miR-92a",1.0307,-1.0078,-0.009,3.0197,2.0163,1.9932,1.9949,2.0238,2.0264,0.9843,2.0036,2.0138,0.9701
