"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-6828-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.348225808,1,1.655444189,1,1,1,1,1.625613469,1,1,1,1,4.368162432,1,1.779062654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.292305778,2.397224216,1,1,1,2.520362737,1,1,1,1,1,1,1,1,1,1.667822808,1,1,1.332438605,1,1,1,1,1,1,1,2.583738215,1,1,2.778705442,1,1.220674798,1,2.274510266,1,1,1,1,1,1,1,2.962775512,4.398039605,3.760473494,0,1,1,2.420341364,1,2.19872416,1,1,1,1,1,2.073012932,1,2.246884346,0,2.407066359,1,1,1,1,2.509163589,1,1,1,2.114345201,1,1,1,1,1.788110884,1,1,1,5.981993309,2.300764617,1,2.917289548,1,1,1,1,1,2.157136275,1,1,3.159009336
"hsa-miR-6829-5p",6.746623205,7.377446039,5.550160786,6.520666606,9.126071804,6.079885234,7.86538692,5.112113123,6.894574406,7.012318433,8.364788887,7.715926897,5.450144354,7.396844895,5.498331246,8.312352838,4.553732967,7.477228369,6.486149373,7.31023068,1,5.860760566,7.103035747,6.572919305,6.673177681,7.379918345,9.528309212,6.529097422,6.550686894,7.424609451,7.786389489,5.133252108,6.996147418,6.258680349,5.349115411,5.170623023,4.634878798,5.6942996,3.505556167,6.367436235,5.615325037,4.983593527,4.946965653,2.487259517,3.65306621,4.526295039,1,4.908682528,1,3.556810201,6.522709437,5.420673809,1,1,4.689789389,6.278643663,7.207066482,3.616094226,3.438606599,4.695265881,4.421288289,5.46790197,5.725656329,6.12471364,6.600225819,5.516236211,6.228071197,1,1,1,5.724135147,5.609235243,4.129810809,6.402474323,3.136764664,5.222760384,6.191398244,3.262056699,6.580914712,4.933321341,6.318130327,6.708995812,4.712413075,5.741447562,4.916320997,4.691009427,4.485303055,5.003619468,3.949696406,5.505965872,5.23005983,6.51178682,5.963981872,1,5.389046546,6.250671357,5.910484454,3.707273737,4.832002399,4.505735095,5.285862673,3.393150968,4.655284549,3.718474772,3.486677158,4.848368303,5.34120321,0,6.054666761,5.74033041,3.409246139,1,1,6.122846634,4.963111925,3.979644295,5.327717007,7.647685264,5.461101806,4.783697162,4.508158048,3.974314896,4.678677804,6.22457992,4.256372822,4.249849965,6.666049768,6.573347808,3.520456508,5.66263962,6.943912741,5.617154504,4.1392381,4.582760681,6.382880768,4.310203928,5.479921132,5.008658695,4.830081646
"hsa-miR-6829-3p",3.685039407,5.126795158,2.691761271,4.451102485,6.551805973,3.896980846,5.884154491,1,4.70637597,4.362899173,5.938433822,5.058620063,2.707629551,4.959673656,3.447777184,5.754882199,1,5.454579203,4.019847036,4.915930331,4.345408038,3.290293974,4.51022372,2.857018479,4.394409187,4.792856341,7.194562337,3.918059603,4.208726155,4.897184734,4.198926662,3.777253193,4.73405274,3.434093725,2.192417918,3.12326014,2.111635537,2.253186033,1.423333623,4.73147835,3.22660147,4.534406491,3.530071304,2.232225222,2.413604372,3.14766475,1,2.618906355,1,1,4.896010286,2.890716236,1,1,1,1,4.709979676,1,1,3.014021899,3.176639072,2.880522278,3.463341985,4.113275359,4.735545265,3.185442764,4.009638731,1,1,1,4.04344829,3.530726229,2.626333608,4.651144346,1,3.578959056,4.655056074,2.00274584,5.307425101,3.238911918,4.356778302,4.86795977,3.611756384,3.242471517,2.872230286,3.726339175,1,3.901322716,1,3.584639,4.168762028,5.026398527,5.585729455,1,1.854220914,4.662353522,4.259084485,4.283787038,3.097361815,1,3.34030936,1,2.901774941,2.829182709,1,2.740912669,5.200962878,0,5.16886411,3.470730708,2.389519088,1,1,2.788389486,1,2.96291713,3.139788412,6.178308592,3.289320678,3.033302383,3.978322897,1,3.37287142,4.861358442,4.203736559,1,4.300246165,6.367785455,1,3.509686764,5.494183613,4.88015724,3.014617115,1,3.784790173,2.079443026,2.934621704,3.422166719,3.623865165
"hsa-miR-6830-5p",5.785175082,5.789604358,3.195820019,5.146588348,7.968363818,3.647691119,6.572102561,1,5.950645719,5.311682594,6.854520339,5.899417586,3.820975144,5.991707871,3.863997141,6.735254077,3.161288987,6.572730968,5.276068769,5.891629795,1,4.86399208,5.366776589,4.293312038,5.180747003,6.107339643,7.609389861,3.960777388,4.583339829,5.360139344,4.825050205,3.090944584,5.155090464,4.30432557,3.474643163,1.829249699,1.717409343,1,1,3.339241663,2.032140702,3.513384519,2.5378975,1,1,2.442363692,1,3.314607545,1,1,3.976156963,1,1,1,3.032148521,4.160975998,5.652770708,2.276630507,1,1,1.262524664,3.389484992,3.017329124,4.350998438,4.348156722,2.499538079,4.101114414,1,1,1,3.54279604,2.938892073,1,4.322498616,2.666562402,3.937939758,4.758486194,1,5.154640723,1,4.381552572,4.776415678,4.026400888,4.10611969,2.606144419,3.056120329,1.953555922,2.994515854,1,3.728792178,4.25210882,5.560652416,7.407595864,1,3.328906314,4.14758251,3.798494525,4.223231684,1,1,3.539612997,2.497973111,2.90006956,2.995423795,1,1,4.858908234,10.29610687,5.102713722,3.665766302,1,1,1,4.758792149,1,1,2.62917618,6.101051662,3.837405376,2.429955343,3.26153944,2.605355376,1,4.019941469,2.955262797,3.567623344,6.014028842,6.94336539,1,3.548172764,5.143448455,3.665965089,2.194448784,1,4.315052721,3.625422954,3.321945768,2.982917024,3.545479462
"hsa-miR-6830-3p",4.821380478,5.638378224,3.216581823,4.670544879,7.524784874,4.694994675,6.080145783,1,5.136115594,4.832183613,6.582613492,5.743593699,3.754157884,5.79439459,2.526665637,6.309463593,3.503526029,5.923315488,4.661562791,5.81845403,1,4.317568579,4.993891912,3.751189753,5.025004513,5.555044855,7.611350196,4.640652632,4.898810761,5.380121953,5.278234855,3.655523491,5.530162406,4.451298682,2.863391953,2.926892695,1.250957734,2.342299578,1,4.215428976,4.267078647,4.175084633,3.383257143,1,1,2.806167336,1,3.098409844,1,1,4.711273603,1,1,1,1,1.804376188,5.749165936,1,1,1,1,1,4.440133276,4.604307947,5.031968619,3.207057023,4.435147227,1.356331931,1,1,4.333242109,4.049316306,1.480364573,5.319545236,1,3.490295877,4.727451884,2.859550258,5.970003681,2.947226144,5.060725023,4.847800493,2.736820596,3.345792859,2.685401756,3.328883869,2.063012181,1,1.961836414,3.711330529,3.213507615,4.607345762,5.751651201,1,2.533015194,4.033202814,4.539687061,3.190746772,2.794349908,2.289432579,3.621903275,1,3.916038116,2.303972803,1,3.408903664,5.212234137,0,4.518498631,2.924280924,2.594889995,1,1,2.337434323,1,3.393708083,1,6.878435026,4.12151625,2.386208502,1,2.237983322,3.598204831,4.835455703,4.490449612,1,5.448814678,5.500866678,1,3.243864687,5.840882293,4.624143387,1,2.488243386,4.38238815,1,2.797400793,3.644363641,4.105658678
"hsa-miR-6831-5p",7.818731393,8.004511809,5.571472586,7.058580709,9.976550995,6.582787402,8.34328791,4.765943452,7.558175063,7.443974444,8.687563619,8.119474459,5.744875654,8.759257581,5.35660065,9.410192804,5.743739521,8.797199025,7.244676714,8.267167971,4.620774085,7.206814824,7.861876273,6.7697097,7.753101911,8.352066217,10.12817776,6.98344796,7.722546745,8.432669556,8.33125821,5.920664892,7.728680623,6.833515728,4.401256218,3.924653209,3.450783241,4.245786941,2.659481029,5.174657107,4.659373741,4.158209296,3.940515352,0.367836605,2.766940689,3.228630346,3.28737226,3.605709719,1,2.987976691,6.333476784,3.090449097,1,1,3.437279992,6.615377966,7.86832201,2.546317266,1,3.661463791,2.930292667,3.721178027,5.737932304,5.708238319,6.165690079,4.59140759,5.209866652,1,1,1,5.050390516,5.560116015,4.071913686,5.36581362,2.72730412,4.844557668,6.135215356,4.484692884,7.227523184,4.832923238,6.373144381,6.127580959,4.475002605,5.358564726,4.744074477,4.462453597,4.322523901,4.891096156,3.629142133,5.560648855,4.563928084,5.577413026,6.904492156,1,3.711231728,6.325742385,5.505355206,4.403070793,4.313422247,4.173494139,4.977443664,3.527254707,5.576271484,4.168685862,3.525432963,4.590172213,6.029610325,9.630305938,5.74889344,4.361606573,2.879795475,1,1,4.723398902,3.41102728,4.411075913,3.660792102,8.031043757,5.259329051,4.342806278,3.908854722,3.201276881,4.552933202,6.083032137,4.602258224,3.750550572,4.587750338,7.228076842,3.235356767,4.12002618,6.736094895,5.611017693,3.611500137,3.358033362,6.312284028,2.998151295,4.897456741,4.709488193,4.661184797
"hsa-miR-6831-3p",5.464153142,6.398794562,3.903264108,5.251280197,7.680197405,4.768230879,6.750390511,1,5.533888152,5.282323542,6.382435185,5.669799649,3.212060233,5.791165377,2.622077441,6.450867668,1,6.313980172,5.098807756,5.708689861,1,4.552323055,5.025969636,4.635841651,5.757009855,5.589044267,7.407273576,5.073288727,5.497628976,5.345029078,4.090975174,3.7895655,5.64248879,3.799622603,2.065554332,3.39292174,2.718976972,1,1,4.616576161,3.225905277,2.394740809,2.98676069,1.993285727,2.324945364,3.169828685,1,1,1,1.853932457,3.166734295,1,1,3.194849342,1,3.154801262,5.675350287,1,2.352743744,2.558646751,2.037470491,3.295328605,3.789410478,4.389498335,4.627340121,2.659662095,3.891304742,1.559734975,1,1,4.066153716,3.172491169,1.735899626,4.558391119,1.856393888,3.157104441,3.726715001,2.510431906,5.042187076,1,4.484046203,4.608458657,2.720368366,3.062443945,3.233430245,2.248446234,1,2.989067991,1,2.56550932,1,1,1,1,1.965148713,4.36077771,4.38470113,1,3.086655866,3.301757512,3.11101634,1,3.677710491,1,1,2.429905947,2.246836322,3.559929695,3.897598925,2.269010847,1,1,1,1,2.796595678,3.836742901,2.986679091,5.84206634,4.060069324,3.187120115,2.862885639,2.894426623,1,3.775729207,1,2.314442811,1,4.85819347,1,3.390235051,4.883178915,3.117388243,1,2.903654659,4.251658039,2.995892426,1,3.766260738,3.094197806
"hsa-miR-6832-5p",1,3.343363498,1,1,3.76047156,3.237277251,1,1,1,1,1,1,1,2.93259216,1,1.582796111,1,1,1,1,1,1,1,1,1,2.18179685,3.324336946,1,1,1,1,1,2.550051539,1,1,1,1,1,1,2.241768962,1,1,1.699848092,1,1,1,1,1,1,1,1,1,1,1,1,1,3.804440123,1,1,1,1,1,1,1,2.197887507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.792484257,1,1,1,1,1,1,1,1,1,2.735800508,1,1,1,1,1,1,1,1,3.114141357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-6832-3p",4.899041758,5.982140277,4.059506964,3.979461186,7.225856376,4.606331554,6.032265448,1,5.160202392,4.4010528,6.389456664,5.036023095,3.345989617,5.549299132,3.380871596,6.109413458,3.764441031,6.039164355,4.578747991,5.51335475,1,4.597655982,5.006447029,4.074792839,5.134170001,5.220564374,7.215532086,4.417766131,4.702067556,5.207950647,4.196916857,3.254644127,4.763335719,3.794399836,2.146014153,3.874190471,2.828380889,3.223324307,1.843065827,4.344192456,3.106740936,1,3.083246307,1.306193594,3.190136305,3.069620058,1,1,1,1,3.786986081,1,1,1,1,3.971822364,5.099805535,1,1.870744522,1,1.523250384,3.049511351,3.671489097,4.400311341,4.079871413,2.899661991,3.718910194,1,1,1,4.061950448,3.162802147,2.868843457,4.929095879,2.652421405,3.265562241,4.19893927,3.265479704,5.197004171,3.116688517,4.453453048,4.568102312,3.292536127,3.539764885,3.693336854,3.071493798,1,1.819635964,2.559697455,2.311266377,1,1,1,1,2.152013823,4.468988961,4.73414596,1,4.368349714,3.137777938,3.604950593,1,2.893686214,1,1,3.722254742,2.37309571,3.176044261,4.013584995,2.064941641,1.614342195,1,2.555393999,1,2.26271788,2.899434396,1,5.672658573,3.576320977,2.547489437,2.216029315,3.207613159,2.55919582,3.330259146,1,2.692683657,3.612659761,5.040491222,1,3.609114817,4.711247388,3.552955206,3.917054514,2.360685792,4.29560937,3.18676029,3.085758012,3.539886056,2.440185878
"hsa-miR-6833-5p",5.353241526,6.226715039,3.461586182,5.045511513,7.909093489,4.453234697,5.86453757,1,5.940763618,5.412236946,7.226071119,5.994260645,3.63178231,6.137404263,2.557563097,7.223079729,3.192343741,6.670607424,5.041998161,6.515130629,1,5.335053841,5.109620266,5.958631119,5.21851612,5.842531401,8.2933928,4.797427313,5.556293728,6.544910319,5.340614001,3.9951113,5.726250181,4.906841679,2.159581989,3.186717511,2.450807343,2.932892863,1,4.319762464,3.295782964,1,1.741620362,0.398302572,1,1.723327522,1,1,1,1,2.746744077,1,1,1,1,4.903594459,6.056616478,1,1,1,2.423559392,2.301984016,4.028245968,4.231967419,4.223887515,1,3.628688434,1,1,1,3.484222726,3.329526322,1.539850312,3.769848596,1,3.264890156,3.777304137,1,4.306625201,1,4.22906689,4.31589023,1,3.430105349,3.346410901,1,1,2.74452951,1,2.996016725,1,1,1,1,2.5481245,3.815729014,4.732841641,1,4.077506799,2.619540958,2.554627487,1,3.08938456,1,1,3.527651777,1,2.179613914,4.286046627,1.821501448,1,1,1,1,1,1,1,5.652103499,3.863987365,2.637305006,1,1,2.367334345,2.774964441,1,1,1,4.785820513,1,3.090913937,5.0932848,2.960100812,1,1,5.080443666,1,2.429013187,1,1
"hsa-miR-6833-3p",5.821064484,6.847125543,4.577763676,5.746786563,8.214710169,4.675735234,6.961446891,1,6.114687316,5.493879994,7.055304457,6.335313525,4.106571804,6.26647317,3.999801916,6.85690191,3.750143468,6.887166908,5.395623266,6.439667152,1,5.03462782,5.71908021,5.069897554,5.843808595,5.951099059,8.258826901,5.572550146,5.879840943,6.182033613,5.735552829,4.615163152,6.099371461,4.795212941,3.54683025,4.054325398,3.657423204,4.188339598,1,5.286925585,4.294404604,3.541484009,4.345699283,1,2.818021836,3.125352906,1,2.406193325,1,1.750077634,5.046701256,1,1,1,1,5.011005399,6.319860895,1.929368541,1,3.765476083,2.371816759,2.664312999,4.882407675,5.347703536,5.703739362,3.903605143,4.60955262,1.500242624,1,1,4.82262269,4.18123336,3.584746722,5.436505167,3.518807077,4.86673925,5.453775197,3.000516993,5.912514642,3.604567916,5.570569095,5.530442119,3.955410889,4.660851607,4.595145031,3.705793288,3.942682489,3.919313113,3.691795695,4.557019279,3.419704567,1,6.396883707,1,2.596596844,4.920118241,4.80614805,1,3.375895177,2.394038012,3.956962174,3.353087434,4.209863098,1,2.634804159,3.902334206,3.036046393,4.132181404,4.792789305,3.288605217,1,1,1,2.702750027,2.077202658,4.022059635,4.04381904,6.28586023,4.505391213,2.741152741,1,2.296564841,3.189372259,4.670293926,1,1,1.809203684,5.490730703,1,3.288249187,5.643633748,3.448491116,2.773391173,3.056724236,4.876264328,1,1,3.348774391,1
"hsa-miR-6834-5p",5.700515795,5.266136476,2.290690387,4.970664472,7.753411418,4.197186518,5.717276493,1,5.02510445,5.253049684,6.19521819,5.823927924,3.432382927,4.825018827,3.659939777,5.480631163,1.664492701,6.100884457,4.029015741,4.661133289,1,3.823238366,4.844168472,4.00953347,4.666671675,6.950541947,7.939299256,4.551676407,4.68382602,5.987685352,6.446408234,3.23702939,6.502697276,4.354236815,5.208943101,5.570708495,4.240217129,5.173659589,3.669804991,6.16733389,6.596511944,4.458454069,5.644031798,2.34954683,3.641401984,4.544247483,2.863300591,4.918767484,2.96429866,4.288301611,5.929137811,3.245341482,1,1,4.338772555,4.438203213,4.973387469,3.971529345,2.937398759,6.760481061,5.431539329,4.635792847,5.76497956,6.48760118,5.802271072,5.023902084,5.054163939,1,2.643276649,3.399594086,5.618490376,6.452416303,4.464222017,6.537703758,4.293505957,6.229560939,8.378833807,3.116265324,6.975956766,5.290104294,6.579739262,6.665082014,5.143749422,7.862348744,5.135905428,4.347246616,5.939133122,6.47050202,4.673292584,6.399227971,4.415519358,1,5.862745657,1,4.459563586,6.987881052,5.121700132,4.740046775,4.784070525,4.191376064,4.605046968,3.859892278,4.109887459,3.494249868,1.743562289,5.701621245,2.313291328,4.823807179,6.183610254,4.489218222,3.977814461,1,1,5.166294678,4.194924335,3.700165932,5.097334584,8.184473948,3.423861797,5.608567231,3.944895012,5.162169618,6.398167143,5.753351751,3.963297306,3.033371401,3.453624378,5.827812201,3.620837101,5.54526545,8.012233767,5.669420684,2.998357188,5.640983479,5.924151321,3.407158452,5.57469798,4.77730369,4.105407421
"hsa-miR-6834-3p",5.745058925,6.728360942,4.580932118,5.520806287,8.13382305,4.974734796,6.669080594,3.623462091,5.895011447,5.155556404,6.979210974,6.114382806,4.066547708,6.122897149,4.088398366,6.82755762,3.298181541,6.48361305,5.037187448,6.345340701,1,5.025390819,5.624839624,5.112071451,5.506021763,5.930105228,8.010278063,5.467141634,5.687555247,6.024474909,5.705251258,4.163412211,5.925041607,4.767181599,3.766573307,3.78838745,3.081507625,4.505261582,1,5.251346689,3.959028683,3.14861319,4.034496364,1.935022661,1,2.723308917,1,2.350178499,1,2.003452083,4.742774976,1,1,2.278842375,2.4033469,4.513657303,6.264770346,2.433985093,3.007534902,3.618281301,2.444612519,3.04666561,4.893617208,4.861634153,5.287877214,3.265575418,5.12624368,2.430765065,1,1,4.739183952,4.503937514,2.732557999,5.219945533,2.614234049,3.920221307,5.134603273,1,5.902868411,3.772307799,5.486620904,5.058154782,3.882564082,4.684468211,3.82260912,3.312624832,2.01834017,3.982284591,3.509626091,4.07684522,3.569083555,1,3.040880715,1,2.475124453,5.394480461,4.728600303,1,3.561123721,4.275939654,3.722581909,3.069679027,3.645029124,2.135106441,2.043076323,3.431973362,1.659785609,3.474365432,4.444795391,2.000729639,2.557910141,1,1,3.076375982,3.341184786,3.352932803,3.381075976,6.207352023,4.173044074,2.267549431,2.136515705,3.286709054,3.629986566,4.831896263,1,3.08391202,2.872161322,5.113182035,1,4.176991008,5.52619092,3.576162125,3.674387261,3.375369997,4.841343932,1,3.465517103,3.701996711,1
"hsa-miR-6835-5p",6.984921747,7.624264572,6.649379062,7.252764724,10.00535041,6.614736318,9.560038679,5.380898545,6.94522079,6.924953331,8.240942701,8.038180123,5.605167116,8.112749138,5.752398265,8.343081533,4.856597169,8.193403229,7.559190476,7.88963616,4.355750843,6.138056243,7.616723608,7.466556,7.420130334,7.47575794,9.475823894,7.769095947,7.683882043,8.045422851,6.678407955,6.457539667,7.864731467,7.107533652,3.721946871,4.092190958,3.604530714,3.744617195,2.1256446,5.573949887,4.088217343,3.906110576,4.431183566,1.431812454,1,4.221676293,1,2.614633134,1,1,3.494285587,3.227480095,1,1,1,6.395036743,7.891858777,1,2.229882481,3.913146484,3.988625084,3.136650387,4.956214834,5.729183625,5.903346602,2.806647897,5.125189931,1,1,1,5.249371466,4.417960288,3.312431143,5.695174736,1,4.235056978,5.352811852,3.371598356,6.989132818,4.274236709,5.958925245,6.081130498,3.79141138,4.757513043,4.425750862,3.728429845,3.558578837,3.993021801,1,4.71219238,3.589819185,1,3.334600477,1,2.453319104,5.315927909,5.635555838,1,3.98454167,4.151191286,4.757398508,3.96819799,5.114076326,2.066719302,2.354179855,4.05526777,3.985912384,4.800499875,5.760522284,5.097254777,3.568226681,1,1,4.082644037,3.107811882,3.680808419,3.333517072,7.419117292,6.204329919,3.52448392,3.460000366,2.596785579,4.249260075,5.993973703,1,1,3.416042392,7.08764683,2.511669046,4.615901803,6.50053814,4.546415951,3.605602366,3.158997384,5.788194903,1,3.640304118,4.729089136,3.325251192
