"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-4484",11.01972885,12.11264988,9.250750157,10.99293767,13.33617389,10.78774093,11.82777357,10.33252078,11.42576885,10.7388161,12.62176371,12.06049261,9.962187563,11.1548087,9.734551976,11.99444304,9.268480269,12.0576175,10.67655789,12.2133007,8.7375331,10.48879606,11.20807276,11.33578066,11.04394371,11.79263777,14.50117831,10.59718145,11.17102225,11.73139715,11.51680288,9.660698965,11.14866452,10.57305794,10.24596128,10.36035605,9.264790937,10.36224638,8.335418504,12.18282765,11.29613845,10.16867193,10.56892429,8.045233241,9.07355648,10.28806196,7.566973507,10.47246207,8.390548811,8.868687215,11.36392137,10.49324528,8.154758389,8.395903294,9.752762605,11.34952429,11.94603203,9.38588117,9.068960099,10.73206909,9.695368312,9.965576243,10.7164375,11.56707505,11.1063006,10.66206294,11.24968955,7.970138713,8.34333043,8.799968908,11.24510019,11.14453924,10.07837283,11.72294846,8.959729429,10.97349191,12.3113469,9.28629566,12.74982288,11.07499464,12.23193667,11.90678521,10.61622845,11.96230773,10.8214046,10.18066384,10.44122691,11.3292247,9.957048335,10.96067046,9.76894671,9.307997212,8.849148859,8.854766829,9.574229513,11.75562136,10.96209046,9.261523834,9.702817516,10.33211328,10.68700999,9.067568296,8.551193532,8.830214748,8.762016207,11.13113516,9.250298244,10.69493684,12.04158333,10.0606498,9.167925992,8.104651783,7.344778111,10.19103321,9.326808765,9.944087369,10.60118585,12.85766461,9.571340809,9.188317256,9.502039567,9.417280531,10.29727681,11.81126971,9.445173292,7.804460681,9.881448043,12.24817231,9.547120873,10.71974185,12.49156596,11.52204882,9.187607466,9.883447872,11.29962396,8.415830521,10.06519211,10.85182468,9.127745567
"hsa-miR-4485-3p",1,1,1,1,1,1,1,1,1,1,4.067289286,1,1,1,2.067535926,1,1.615380355,2.737692025,1,1,1,1,2.691630118,1,1,3.936512625,1,1,2.49411761,1,1,1,3.070414575,1,2.147735807,1,1,1,1,1,1,1.945944804,2.313509838,1,1.940847429,2.998754266,1,1,1,1.955743415,1,3.153745277,1,1,2.547259876,1.753990401,1,1,1,1,1.264826542,1,2.171995706,3.310251573,1.471636113,1,1,1.316565646,1,1,1.903130525,1,1,3.619318589,1.668764667,3.09630934,2.417550783,1.936286782,1,1,1.509381683,1,2.58630014,1,1,2.154694076,1,1,1,2.116066105,1,3.700067566,1,1,2.437152752,1,1,1,1,1,1,1,1,1,1,1,1,1,2.76320461,1,1,1,1.531065832,1,1,1,1,1,1,1,1,1,1,2.780883178,1,2.306638518,1,1,1,1,1,1,1,1,1,1,2.020454374,2.377414897,1
"hsa-miR-4486",8.052302968,9.149961781,6.749504408,7.577481013,10.3700671,8.883781404,8.253570025,6.118615063,8.810600191,9.03994631,9.896463363,9.459107521,7.913772027,9.286999984,7.118116117,9.591671787,7.247698085,8.683601018,7.598914,8.617109787,5.254922457,8.695695793,9.530922772,7.72426267,7.631802813,10.21308947,11.94713199,7.943512805,7.752814251,9.735385186,9.451048183,6.658648872,9.046190931,8.499997094,5.783640747,5.677718265,6.351200631,5.265496344,4.340185405,7.236269744,7.43828188,5.381118158,5.228358667,3.137474724,5.016292658,4.766032717,5.225875709,6.202051444,5.008793118,4.496947363,8.495161917,6.630464017,4.867580898,2.879181126,6.547187156,7.49249875,9.140232126,4.445812599,4.5991682,6.408173484,5.763387835,5.143169334,6.118199534,7.360938064,6.889040369,6.489754346,6.386644959,3.990022236,5.245522049,5.047053468,6.806681582,7.816164707,6.6354668,7.732275738,5.775255875,7.816680162,8.036204744,4.288178349,7.743806488,6.561135725,7.504210318,7.394836395,6.67971019,7.289078195,5.153555355,6.011754831,5.336879709,7.186414667,5.641343839,6.341973716,5.181320801,6.013840371,5.800980486,1,6.179570315,7.75066867,6.241284381,5.044752687,4.909637459,5.657050089,5.319716962,3.767233086,5.688462626,3.768717185,3.697701531,5.997881132,5.52057508,9.806243867,6.875327553,5.758144221,4.320660323,1,3.516306011,6.749728044,5.538720103,4.636009142,6.424738116,8.005348101,5.170251521,5.01921688,4.759124366,5.009808415,6.258606653,7.32742565,6.447396041,4.24588672,6.107207093,7.077297615,4.607209892,6.452109496,8.048034063,6.903278093,3.838416076,5.727294638,7.605585609,4.865207393,5.959206724,5.83635024,4.646782958
"hsa-miR-4487",4.198577614,5.58941398,3.680363518,3.239087899,6.74101631,4.018135833,5.295095853,1,4.987999596,4.570560423,6.318197013,5.33949897,2.922548265,4.462577164,1,5.782896794,1,5.804061366,3.394547845,5.159791357,1,3.859963934,4.087877655,3.636279802,4.693416591,4.813112036,7.59798228,4.341185368,4.596552012,5.485303699,5.26616856,3.977042783,5.137813998,2.972672775,3.634986742,3.619971805,1.832853027,2.241399377,2.708404967,5.398839903,4.640902106,1.618268809,4.087929053,1,1,1.296322994,1,1,1,1,3.191363403,3.292098295,1,1,1,3.664588308,5.001007694,3.314513168,1,2.817781843,3.600202562,4.310926581,4.101339999,4.257730139,4.39642595,3.357818046,4.595762615,1,1,1,4.009405238,3.723609326,1,4.989744425,2.262901952,3.058353818,4.743288243,2.001707261,5.054356992,3.032045698,4.703623615,4.732117287,2.653902146,4.18190334,3.566979746,1,2.544664743,4.390471597,3.272917104,3.948974975,4.165296057,3.694232339,6.227108818,0,3.467193321,4.768358179,4.167726156,3.889070937,2.68820002,1,3.480988529,1,2.364056565,1,2.612770698,3.539305121,3.354176751,0,4.13083304,3.765478682,2.058916887,1,1,3.44459834,3.831147199,1,3.893311256,5.334552634,3.874368486,1.818168923,2.290747097,1.795155515,2.34349386,4.754511524,3.464213193,2.810254743,4.345389775,6.29766235,2.811326651,4.05275395,5.608353963,3.819624486,1,2.691354487,4.80237387,1,3.260999598,3.823043174,1
"hsa-miR-4488",12.05396487,13.4022855,11.07513457,12.34490432,14.65421353,12.33030918,13.4389378,11.30231975,13.08903792,12.33735738,14.07498743,13.03122435,11.75728715,13.03467056,11.1052793,13.27826532,10.82752815,12.98961734,12.19755728,12.58189649,10.32607515,11.78577836,12.81550845,11.98864458,12.3580274,13.23108432,15.22302218,12.15187477,11.96366068,13.04385689,12.90959312,11.17234341,12.79385485,11.93359907,11.72227498,11.32024876,11.40023555,11.78277722,10.2695843,13.13028326,12.4488279,11.11734356,11.66681675,9.766436458,10.34209927,10.85792426,9.310349508,11.51630761,10.34619391,10.25203048,13.3440512,12.28204142,10.32228244,10.35123416,11.64747983,11.52472546,13.04522536,10.97387137,10.48214754,12.10534755,11.48930232,11.31752923,12.38028112,12.29956643,12.4629145,11.60383602,12.48701487,10.06798416,10.47122785,10.56480488,12.37774507,13.03432125,10.95184035,13.23712899,10.85457062,12.51473152,13.16677094,10.56195632,13.58763454,12.12620729,13.19404093,13.19590559,11.84363299,12.58759854,11.88955545,11.3703782,11.29485495,12.38020194,11.02211965,12.01220962,10.80573292,10.4558347,9.99375221,10.46672151,10.84929895,12.79999807,11.90149642,10.40562276,10.84300839,11.60906871,11.54384878,10.20099004,11.1504608,9.852503964,10.11678258,11.79081775,10.60177966,11.68258985,12.44573486,11.71835294,10.04013076,10.12634981,9.303609223,11.41702845,10.99825112,10.8724663,11.76958971,13.54510613,11.51140765,11.07887308,10.75643634,10.68152052,11.78075573,13.01390897,10.82251718,9.281717967,9.877696501,12.68551907,10.66937263,11.64958244,13.3882154,11.9965192,9.898735587,11.26191865,12.79241788,10.1247837,11.30339324,11.73893138,10.164735
"hsa-miR-4489",4.364272528,5.949089127,3.346576705,4.614508147,6.986509599,3.859095652,5.791125237,1,5.137215345,4.540348508,6.239221898,3.82723724,2.975320253,5.121756188,3.125883543,5.204938373,1,6.193328605,4.550873501,4.894486229,1,3.990686757,4.622017175,3.451352066,4.886142302,5.287700044,6.809480851,5.057288715,4.34038966,5.560914829,4.057384505,3.824414552,5.062593767,4.214749851,4.19120334,4.207692763,3.160759468,4.030306324,1,5.803698277,4.048295134,4.135185495,3.661820787,1.202464949,1,3.501753404,1,1,1,1,2.821335583,1,1,1,1,4.312107575,4.998958953,1.961852771,1,4.140621374,3.278131414,1,4.407072717,4.76358373,5.195742448,3.288293489,4.427486491,1,1,1,3.925153596,3.717752944,2.73575878,4.918678401,3.297054821,3.46949146,4.098976286,1.617160853,4.802248907,1,4.551007201,4.820402848,3.852746334,4.240210793,3.590463815,1,1,3.644178298,3.085475873,4.187746808,2.840352816,1,3.283675007,1,3.456347449,4.262021609,3.560570637,1,3.826129965,1,3.042035499,2.463269412,3.159042016,1,1.963166995,3.466216895,3.410055124,3.062842707,4.571551646,4.048251664,2.493390297,1,1,4.404909342,2.73238969,3.103128344,4.017757339,5.88738437,4.519351785,4.014948363,3.571138985,3.332211652,3.323387748,4.69276013,1,1,1,4.651156442,1,3.164171189,5.140163021,3.863969993,2.258976685,3.756550612,6.001903998,2.616639331,3.160113205,3.837441591,2.915678738
"hsa-miR-548al",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.92573104,1.600807175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.245791858,1,2.011838441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.455992334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.834662208,1,1,1,1,1,1,1,2.877206656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.475605301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4490",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.943279298,1,1,2.011723189,1.522925106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.680226373,1,1.739672075,1,1,1,1,1,1,1,1,1,1.052519768,2.795924769,1.993747295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.262372969,1,3.6379606,1,1,1,1,1,1,1,1,1.909357994,2.884091082,1,1,1,1,1,2.339906142,1,1,1,1,1,2.200961388,1.532134314,1,1,1,1,1,1,1,1,1,1,1,1,1,2.114181484,1,1,1
"hsa-miR-4491",1,1,1,1,1,1,1,1,1,1,1,1,1,1.826717889,1,1.276617257,1,1,1,1,1,1,1,1,1,1,3.064781617,1,2.441495475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.30171484,1.697583241,2.362093678,1,1,2.591339485,1,1,1,1,1,1,2.109056831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.031722906,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.897628449,1,1,1,1,1,1,1,1,2.292383481,1,1,1,1,1,1,1,1,1,2.204607242,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4492",10.39779845,10.89904958,8.445721035,9.956649469,12.16546254,9.90059797,10.83549391,8.81095603,10.56832467,9.645741524,11.60163721,10.97304087,9.171850901,10.58484432,8.849907194,11.45207841,8.441368742,10.71037681,9.658891967,10.69000433,8.141110305,9.357128834,10.13265622,10.2972487,10.05258175,10.5897837,12.72359585,9.777994912,9.737828588,10.80109258,10.16496492,8.774687208,10.30960428,9.438459697,9.852623797,8.75962253,9.142781845,9.426710493,8.176673192,10.50722318,9.845963858,8.979335633,9.984538353,7.550249754,8.01635,8.462890606,7.460988823,9.445709729,8.127123202,8.150843348,10.72373486,10.07302792,7.744175648,8.524221881,8.904772738,9.394145809,10.63745458,8.557364398,7.978652914,9.284226369,8.668810778,9.309699973,9.994102511,10.1417477,10.25582207,9.378679995,9.994257146,7.908186094,8.143795365,8.109255977,10.28235904,10.29656695,8.738800241,10.96978004,7.990665421,9.411748652,10.74611605,8.327610451,11.64557314,9.752766774,10.88160933,10.98191312,9.32208792,10.12974549,9.475717533,8.996344741,8.931514257,9.616619597,8.738397972,9.814913875,8.700032633,7.900149767,7.700386255,8.581922587,8.361141577,10.29987508,9.879810443,7.965754483,8.752869818,9.348891141,9.824307687,8.287900238,9.028780049,7.643571997,8.120569049,9.701814336,8.825782816,9.593141428,10.84703658,9.253869952,7.903559524,7.852770418,6.998441596,8.793109839,8.512842801,8.585531085,9.392262033,11.42072453,9.23901926,8.670032305,8.29163193,8.326976649,9.374682276,10.78684564,8.427646217,6.889863552,7.901969698,11.19744986,8.416726282,9.362470573,10.97489975,10.03217234,7.788980669,8.690706026,10.31380126,7.328550587,9.463930481,9.811377686,8.19800176
"hsa-miR-4493",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.32700978,1,1,1,1,1,1,1,1.435867246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.836306612,6.429285027,5.362179327,0,1,1,1.987007065,1,1.398382022,1,1,1,1,1,1,1,4.520801113,9.23573482,1,1,1,1,1,3.013492156,1,1,1,1.555506237,1,1,1,1,1,1.938701883,3.896574421,3.080492608,6.463331685,1,1,1,2.999631404,3.951739342,2.938360795,1,1,1,1,1,2.482311237
"hsa-miR-4494",1,2.17965441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.404198901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.560976939,1,1,1,1,1,1.05022387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.130422433,1,1,1,1,1,1,1,1,2.444108767,1,1,1,1,1,1,1,1,1,1,1.911666275,1,1,1,1,1,1,1,1,1,1,1,1,1,2.336854592,1,1,1,1,1,1,1,1,1,1.7057758,1,1,1,1,1,1,1,1,2.992349608,1,1,1,1,1,1,1,1,1,2.152153342,1,1,2.379545646,1,1,1,1,1,1,1,1
"hsa-miR-4495",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.054093744,1,1,1,1,1,3.153072401,1,1,1,1,1,1,1,1,1,1,1,0.917570767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4496",5.567987314,5.786650257,3.619355489,5.061455097,8.188820034,3.602848232,6.274427204,1,5.323007494,4.972256272,6.627201259,5.759474354,3.829060563,5.887826292,2.820220498,6.530901041,2.543131741,6.747456059,5.014684266,5.963005129,1,4.439945248,5.587485541,5.037757066,5.077626228,5.936907986,8.208645912,4.985424066,5.197947899,6.064899331,5.771499532,3.611415485,5.403449752,4.406999025,3.512545462,2.092048126,2.634104543,3.488477219,1,4.308246804,3.413497818,2.617192009,1,1,1,2.644187895,1,1,1,1,2.669566163,1,1,1,1,5.06278586,5.838327956,1,1,1,2.14778475,2.279666118,3.698462037,4.705980896,4.971742015,2.92039494,3.839693474,1,1,1,3.756900331,3.254784319,2.128795991,4.05901236,2.003422458,3.597338742,4.599532783,1,4.95311896,3.243062195,4.599121552,4.945815054,3.374406824,4.297310487,3.392256141,2.263113201,1,2.769598725,2.389678681,3.846763827,2.660082478,3.894990585,4.271569189,1,4.517050483,4.211721915,3.636738833,1,2.507573896,1,1,1,1,1,1,2.969599216,2.951488143,2.835030094,4.564499384,4.152848342,2.091118803,1,1,4.349542442,2.316110399,2.966091565,2.834825302,6.048243042,3.200272329,2.55430188,2.658765447,1.698950903,1,3.060827595,1,1,2.489207141,4.060014026,1,1,5.046092585,2.730571777,2.362872272,1,4.565629273,1,3.062039228,2.011954101,1
"hsa-miR-4497",13.26405214,12.92474604,9.791767559,13.09984666,14.57374327,12.19054478,13.28154653,11.39028046,12.80709858,11.86293249,14.21648687,14.12554039,11.69007629,13.11511793,12.63917809,13.8764589,10.52810624,13.57936895,12.05425146,12.50284861,11.09949102,11.57358362,12.03989541,12.4153518,12.75707749,13.13792819,14.96361973,11.98108937,12.55352143,12.83050587,12.8264383,9.731327537,12.63980439,11.5673519,10.11938715,9.666054513,9.693546352,9.941615598,8.803659148,12.01063112,11.36042469,9.888833104,10.07922272,8.67008539,8.893658829,9.512806871,10.56531691,12.46650025,10.77214299,10.92905378,12.67355322,12.82002274,10.7335005,11.20072866,11.88547954,12.31041033,12.46261441,10.76767591,9.538199949,11.14431543,10.75025496,9.424808567,11.6784063,11.58489588,11.84698344,12.19612926,11.08483051,8.717104032,11.15362458,10.88713858,11.081826,12.30695571,11.40327063,12.59036707,10.15492752,12.09084351,13.14303554,9.898252263,12.11889977,10.87255749,13.39761974,12.42101467,12.52183315,11.99353731,11.56781628,10.15779724,10.31288372,11.80895325,10.42631482,11.10015551,9.221252029,10.2132771,10.06997901,10.0623053,10.10077097,11.52484207,11.15678583,9.526287782,9.51449367,10.30291117,10.3563811,8.145446959,8.950543043,8.150308642,9.130275816,10.45268758,9.341276187,9.369697073,11.79102952,9.193402751,9.814512043,10.46699681,9.171080302,11.52009995,10.15195937,10.18405028,10.2738012,10.60301551,8.984493092,9.031095541,8.681431212,9.893325395,9.791951888,12.52205764,10.28834068,6.528982443,9.658160532,11.0684549,8.375376641,11.33927433,11.7079251,10.89532857,8.698573994,10.57938436,12.48587884,10.02544421,9.360530327,10.20607491,9.173851777
"hsa-miR-4498",5.428298801,6.652438999,3.272939443,5.051518452,7.670207489,5.689111579,6.480926865,1,5.777813003,5.864547669,7.465185092,6.157145315,1,6.197506432,4.182428945,6.654130209,3.584251037,5.794476441,5.372881029,6.145852426,1,4.803366726,5.985118318,4.263465622,5.232074965,6.17538256,8.232081245,4.993157424,5.407781966,6.089785019,5.871494807,4.088117704,5.879385535,4.741016678,4.249944572,3.55908136,3.067084292,2.822067682,1,5.187633379,4.765986844,3.717101387,3.819082455,1,2.501442712,2.126693792,1,3.029097572,1,1,5.201737603,3.860279466,1,1,2.723906106,4.684769544,5.461162737,2.54097193,2.439272239,3.69372524,3.215144152,3.35971719,4.166344482,5.045000325,5.114586966,4.165616082,3.993367028,1,1,1,4.537503582,4.795705285,1.872791075,5.503767987,2.388464087,4.114109074,4.359855486,2.836471211,5.606584211,3.914518251,5.631621825,5.742673635,4.896533073,4.447513253,3.588725308,3.064655286,3.034716545,4.371410694,3.587131564,4.534607896,4.382888331,4.421907416,4.703915373,1,4.1253821,5.458880633,4.741349067,2.70563025,1.670264699,2.328919164,3.358944811,1,3.083551546,1,1,3.419476598,6.026809367,9.729996478,5.693699206,4.048251664,1.557973513,1,1,5.181310165,2.824377855,3.501891204,3.448782065,6.6058727,3.937534291,3.764258935,3.717281745,2.022350353,3.383244446,5.30169696,5.255280995,4.416179785,4.741561581,4.999863043,1,3.410996673,5.96600765,3.698036889,1,2.727211563,4.885459707,1,2.957018717,3.710299012,3.683058215
"hsa-miR-4419b",6.194507294,7.374869159,5.561986503,5.992425773,8.918445734,5.84614191,7.691745772,4.309684408,7.412097942,6.165770951,8.440930221,7.088015678,5.522031428,6.634707731,4.994329871,7.27363129,4.191803738,8.636999601,5.968679018,6.937993873,1,5.335342276,6.734783875,6.234087794,5.74910405,6.854176197,8.693269923,6.326596725,6.263803284,6.698463505,6.897334972,6.682254615,6.796507609,5.666764993,5.220689649,5.079877577,5.096197438,4.855964191,2.630468456,6.807875944,5.197022499,4.03923283,5.285190701,3.036234521,2.53993102,3.860414724,1,3.548749586,1,2.414964281,4.941335064,3.642020087,1,1,3.119193692,5.500102329,6.800741702,2.877929237,1,4.767369303,3.91501402,3.957867777,4.895889058,6.405045573,6.438771619,4.870549636,5.678350945,2.291968557,1,1,5.640791167,5.057042874,3.713471183,6.09916178,1,5.008427121,5.753822414,3.074298596,6.800693742,4.651479259,5.625393534,7.039800589,5.10197175,6.381212822,4.171297313,4.629112196,3.147552609,4.324420301,4.75333076,5.308552934,4.813384098,5.303583871,4.389815625,8.501931283,4.404673835,5.743113362,4.755562775,3.020162726,3.770446267,4.270276037,5.229748307,3.034468822,4.634443696,3.187837463,3.238524711,4.494382647,4.272708132,4.847875575,6.258948956,5.783761361,2.456036682,1,1,6.31405205,3.676424263,4.220400862,5.439226979,7.161719985,5.551698963,0,4.882205251,4.714472475,3.908761967,4.691793564,2.688930537,3.549322582,3.746344372,5.814014244,2.96401568,4.521197785,6.894854283,5.593344338,3.797417032,4.012265577,7.484549486,3.048886432,3.855646668,4.519474882,1
"hsa-miR-4499",4.981987108,5.159237952,2.96353553,4.026435888,7.930028315,3.124821302,6.002996583,1,4.18544283,4.727714035,6.328213661,5.340721691,2.095644066,5.470630455,3.558021367,6.108858423,3.577508308,6.12483372,4.507260311,5.796226473,1,4.363126807,5.042645592,4.288710013,4.675131335,5.645499954,7.83555551,4.222977406,4.883592576,5.324654651,5.118629708,3.100316233,5.334760184,4.234117437,1,2.581931864,1,2.913422544,1,4.067613378,3.011748589,2.502091024,2.716944047,1,1,1.759062137,1,1,1,1,3.599995098,1,1,1,1,4.446221089,5.710608125,1,1,1,1.971902968,2.445752831,3.069363705,4.305442518,4.586401913,3.179827793,3.562740986,2.512333304,1,3.343639156,4.216536129,4.231583923,1,3.69054523,1.903794651,2.460832058,4.611739459,2.039636172,5.243382288,1,4.206476473,4.6563171,2.463002893,4.416669842,2.592748836,3.198824956,1.976103426,1.714889576,2.466968559,3.721995268,1,4.306872106,3.082149581,9.599300142,2.294312108,3.841127375,3.831564522,4.343534947,2.938900163,1,3.413817771,1,2.654818124,1,1,1.787244802,4.045292915,0,4.137821373,2.388912908,1,1,1,3.875643191,1,2.17134557,2.817031154,6.316711601,3.681840603,1,2.682884799,1,1,3.745052653,2.43276895,1,5.42683226,4.325387806,1,3.412474034,5.019378576,4.680995883,1,2.245850208,4.292890597,3.226148453,3.226466528,2.151204683,3.688120758
"hsa-miR-4500",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.819570366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.764162614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.878142752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-4501",1,1,1,1,1,3.927098517,2.210078294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.671848224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.001739878,1,1,1,3.228418476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.013154169,0,0,1,1,2.530499957,2.767463874,1,1,1,1,1,1,1,1,1,0,5.585039172,1,1,1,1,1,1,1,1,1.86879757,1,1,1,1,1,1,4.466790249,3.455203469,5.93274559,3.112486353,1,2.4552768,4.625974323,1,1,1,2.391211712,1,1,3.966351325,1
"hsa-miR-4502",3.241455083,3.916736036,1,4.023876749,6.39772588,3.448931381,4.207916883,1,3.42284837,3.626072478,4.74261363,4.304960269,1,4.240962519,2.581973589,4.415693945,1,4.765839713,2.490196744,4.391305475,1,2.855295981,2.863197029,1,3.459082969,4.518844794,6.141629399,3.027645455,3.124106447,4.201988506,4.069731721,2.144761447,4.548395439,1,1,2.523456865,1,1,1,4.392909734,2.804243386,1,2.894996307,1,1,1,1,1,1,1,1,1,1,1,1,2.910859851,2.76821062,1,1,1,2.186498709,1,3.113922403,3.648368474,3.148892195,1,2.94997446,1,1,1,2.8378894,1,1,3.389607238,1,1.929163611,3.558903296,1,3.645995101,1,3.572541197,3.881313429,1,1,1.876897228,1,1,2.78608509,1,2.522640972,4.116032146,5.774273764,5.112984273,1,1,1,2.729260105,1,1,1,2.138399465,1,2.599945404,1,1,1,1,8.735452613,3.502454598,2.365213659,1,1,1,1,1,1,1,4.814354949,1,1,1,1,1,2.451734542,3.971093792,4.601097874,5.153006527,1,1,1,4.663151279,2.108273308,1,1,1,1,1,1,1
"hsa-miR-4503",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.865060528,1,1.588598476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.323477967,1,1,1,1,1,1,3.128446314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.184725487,6.210724249,6.380625169,1,1,1,2.259399248,1,1.481186205,1,1,1,1,3.180229087,1,1,5.050237803,9.137830908,1,1,1,1,4.933415551,2.316833997,1,1,1,1,1,1,1,1,1,1,4.067482477,2.865821081,6.241811169,1,1,2.177197806,1,1,1,1,1,4.043038326,1,1,1
"hsa-miR-4504",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.515089962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
