"","GSM980306","GSM980307","GSM980308","GSM980309","GSM980310","GSM980311","GSM980312","GSM980313","GSM980314","GSM980315","GSM980316","GSM980317","GSM980318","GSM980319","GSM980320","GSM980321","GSM980322","GSM980323","GSM980324","GSM980325"
"hsa-miR-181a-3p",-0.307,-0.422,-0.336,0.571,0.021,0.204,-0.11,-0.146,-0.021,-0.214,-0.066,0.133,-0.374,-0.726,0.153,-0.227,-0.362,0.514,0.202,-0.371
"hsa-miR-214-5p",-0.343,-0.075,0.457,0.174,-0.236,-0.042,-0.283,-0.134,0.132,-0.02,-0.116,0.214,0.202,0.02,-0.424,-0.168,0.704,-0.166,-0.134,-0.045
"hsa-miR-214-3p",-1.313,-1.417,0.193,-0.72,-0.804,-0.067,-0.685,0.027,-0.677,0.941,0.896,-0.027,-0.4,0.065,-0.59,0.176,-1.17,-0.188,-0.081,0.184
"hsa-miR-215-5p",-0.572,-0.288,-0.356,-0.517,-0.243,0.044,-0.818,-0.587,0.246,-0.32,0.466,-0.056,-0.145,-0.549,0.197,-0.469,-0.042,0.043,0.042,0.181
"hsa-miR-216a-5p",0.563,-0.144,0.086,-0.051,-0.134,-0.01,-0.063,-0.328,0.087,-0.246,0.164,0.33,0.199,0.449,-0.155,0.01,-0.119,-0.036,0.014,-0.177
"hsa-miR-217-5p",1.365,0.063,-0.453,-0.477,-0.139,0.045,-0.111,-0.226,-0.296,0.031,0.008,0.173,-0.008,0.431,0.348,-0.295,-0.295,-0.054,-0.107,-0.011
"hsa-miR-218-5p",0.033,-0.162,-0.181,0.003,-0.18,0.015,-0.046,0.412,0.075,-0.15,-0.07,-0.272,0.396,0.043,-0.402,-0.047,-0.228,-0.109,-0.094,-0.003
"hsa-miR-218-1-3p",0.531,0.052,-0.192,-0.182,-0.155,0.358,0.114,-0.002,-0.063,-0.362,0.02,-0.212,0.214,0.259,0.04,0.015,-0.161,0.043,0.002,-0.013
"hsa-miR-218-2-3p",-0.06,-0.013,-0.133,0.517,-0.492,-0.334,-0.32,-0.054,0.005,0.083,-0.293,0.066,0.152,0.268,-0.136,-0.188,0.902,0.195,-0.149,-0.005
"hsa-miR-219a-5p",-0.524,0.218,-0.031,0.547,0.255,-0.068,0.359,0.006,0.188,-0.296,-0.116,-0.229,0.344,0.066,0.001,0.05,0.196,-0.224,-0.001,-0.188
"hsa-miR-219a-1-3p",-0.111,-0.181,-0.111,0.019,0.562,-0.08,0.116,0.223,-0.321,0.954,0.025,0.231,-0.419,-0.175,0.794,0.212,0.071,0.603,0.401,0.439
"hsa-miR-221-5p",-0.328,-0.591,-0.821,0.049,-0.049,-0.49,1.339,-0.319,-0.488,0.332,0.593,0.163,-0.223,-0.503,-0.193,-0.388,-0.789,0.843,-0.164,0.073
"hsa-miR-221-3p",-3.423,-1.206,-0.208,-1.194,-0.333,-0.325,-1.798,-0.389,0.197,0.02,-0.213,0.459,-1.165,-3.146,0.22,-0.408,-0.02,0.119,0.343,0.224
"hsa-miR-222-5p",0.496,-0.115,0.044,-0.035,0.178,0.239,-0.077,0.073,0,0.214,0.099,-0.115,-0.089,-0.522,-0.119,-0.493,0,0.208,0.113,-0.101
"hsa-miR-222-3p",-1.883,-0.512,-0.094,-0.99,-0.099,0.12,-1.348,-0.424,-0.037,0.079,-0.154,0.16,-0.71,-1.499,0.256,-0.389,0.037,0.079,0.258,-0.145
"hsa-miR-223-5p",-0.387,0.416,-0.107,-0.164,0.175,-0.124,-0.001,0.431,-0.191,0.158,0.901,0.859,-0.266,-0.256,-0.081,0.309,-0.156,0.73,0.637,0.548
"hsa-miR-223-3p",-2.002,-0.515,-1.211,-0.009,-0.596,-0.576,0.601,0.363,0.798,0.009,0.198,0.538,1.319,-1.677,0.295,0.551,0.466,0.71,0.47,0.063
"hsa-miR-224-5p",-0.311,-0.343,-0.102,-0.141,0.22,0.469,0.017,-0.298,0.447,-0.208,-0.017,0.146,0.229,-0.432,-0.139,-0.176,-0.108,-0.188,-0.169,0.349
"hsa-miR-224-3p",-0.41,0.088,-0.414,-0.765,-0.248,-0.197,-0.42,-0.598,0.18,-0.743,0.624,0.139,-0.341,-1.043,0.167,0.239,-0.919,0.414,-0.568,-0.088
"hsa-miR-200b-5p",-0.727,0.156,-0.748,0.939,0.091,-0.478,-0.46,-0.083,0.134,0.02,0.23,-0.02,0.038,-0.478,-0.064,-0.234,-0.441,-0.287,-0.368,-0.79
"hsa-miR-200b-3p",-0.945,-0.016,0.016,-0.426,0.431,-0.753,-0.76,-0.115,-0.211,-0.372,0.417,-0.076,-0.829,-0.07,0.073,0.041,-0.364,0.149,-0.211,0.739
"hsa-let-7g-5p",-0.641,-0.026,0.26,0.294,-0.011,-0.186,-0.337,0.011,0.249,-0.038,0.283,0.424,0.142,-1.497,0.108,0.643,0.398,0.229,0.022,0.344
"hsa-let-7g-3p",-0.33,-0.626,-0.813,-0.508,1.023,0.367,-0.66,-0.618,-0.856,-0.047,0.461,-0.622,-0.499,1.641,0.248,-1.033,-0.775,0.417,0.023,0.317
"hsa-let-7i-5p",-0.655,-0.02,0.252,0.008,-0.008,-0.008,-0.785,0.061,0.242,0.02,0.176,0.265,-0.128,-1.16,0.087,0.399,0.219,0.181,0.028,0.168
"hsa-let-7i-3p",-1.423,-0.341,-0.297,-0.805,0.17,0.538,-0.009,-0.112,0.996,-0.347,0.857,0.504,-1.514,-0.908,-0.061,-0.611,-1.411,0.648,0.014,0.05
"hsa-miR-1-3p",-0.098,0.166,-0.041,0.48,-0.053,-0.157,0.21,-0.142,0.267,-0.117,-0.219,0.133,-0.125,-0.182,-0.272,0.07,0.073,-0.072,-0.025,-0.461
"hsa-miR-15b-5p",0.451,-0.041,0.14,0.015,0.032,0.033,0.193,0.2,0.086,0.008,0.061,-0.008,0.417,-0.737,0.1,-0.015,-0.051,0.098,-0.031,-0.029
"hsa-miR-15b-3p",0.097,-0.26,-0.09,0.104,-0.053,0.094,-0.066,0.053,-0.055,-0.02,0.204,0.246,-0.315,0.02,0.18,-0.164,0.338,0.46,0.079,0.233
"hsa-miR-23b-5p",-0.732,-0.652,-0.514,-0.73,0.08,0.541,-0.725,-0.242,-0.736,0.125,0.391,0.41,-0.767,-0.725,1.044,-0.247,-0.82,0.072,-0.072,-0.08
"hsa-miR-23b-3p",-1.581,-0.411,-0.595,-0.146,-0.545,-0.563,0.065,-0.189,-0.004,-0.2,-0.303,0.076,0.188,-0.559,0.128,-0.483,0.233,-0.006,0.107,0.004
"hsa-miR-27b-5p",-0.712,-1.067,-0.437,-0.535,-0.061,0.062,-0.673,-0.156,-0.382,0.011,-0.025,0.665,-0.959,-0.68,0.205,-0.011,-0.408,0.879,0.509,0.761
"hsa-miR-27b-3p",-5.647,-1.813,-1,-0.093,-0.389,-0.081,-5.114,0.107,-0.295,0.057,-0.057,0.468,-2.345,-6.003,0.354,-0.369,-0.604,0.24,0.453,0.397
"hsa-miR-30b-5p",-3.506,-1.565,-0.594,-0.377,0.044,0.308,-1.256,0.372,-0.292,-0.149,-0.234,0.272,-0.52,-5.793,-0.044,-0.235,-1.538,0.357,0.184,0.398
"hsa-miR-30b-3p",-3.141,-0.822,-1.312,-1.436,0.07,0.095,-2.594,0.015,-2.394,0.262,0.054,0.296,-2.992,-3.07,0.6,0.606,-1.212,0.098,0.126,0.137
"hsa-miR-122-5p",-2.268,-0.47,0.789,1.135,1.33,0.551,-1.029,-0.617,3.098,0.223,1.048,-0.223,-1.582,-1.177,1.413,1.156,1.005,1.899,6.046,3.466
"hsa-miR-122-3p",0.264,0.009,-0.058,-0.068,-0.123,-0.273,0.011,0.154,-0.151,-0.131,-0.05,-0.35,0.101,1.549,0.529,0.092,0.307,0.001,-0.369,-0.262
"hsa-miR-124-5p",-0.25,-0.27,-0.007,0.081,0.108,0.327,-0.142,-0.027,0.206,0.157,0.07,-0.132,-0.231,0.098,-0.188,-0.349,0.007,0.249,0.014,0.47
"hsa-miR-124-3p",-0.038,0.306,0.011,-0.084,0.572,-0.358,-0.343,-0.41,0.354,0.047,-0.34,0.121,-0.196,0.134,-0.035,-0.26,-0.235,0.188,-0.011,-0.232
"hsa-miR-125b-5p",-6.04,-2.04,-0.016,-1.548,1.025,0.342,0.362,0.016,-1.392,-0.031,-0.648,-0.46,-1.756,-6.09,-0.165,0.191,-2.505,-0.28,1.065,0.578
"hsa-miR-125b-1-3p",0.333,-0.214,-0.266,0.007,0.363,0.2,-0.21,-0.062,-0.198,-0.007,-0.107,0.581,0.662,-0.562,-0.402,0.83,-0.507,-0.32,-0.098,-0.192
"hsa-miR-128-3p",-4.873,-0.52,0.084,0.165,0.549,0.775,-2.574,0.791,-0.176,0.75,0.474,1.013,-0.645,-4.736,0.852,0.565,-0.084,1.172,0.935,1.027
"hsa-miR-130a-5p",0.028,0.262,-0.288,0.362,0.148,0.209,0.768,1.165,0.347,-0.072,0.147,0.43,-0.342,-0.056,-0.158,0.11,0.093,-0.035,0.206,-0.028
"hsa-miR-130a-3p",-3.593,-0.297,0.156,0.01,0.553,-0.01,-1.087,0.303,0.418,-0.043,0.378,0.486,-0.81,-4.448,0.075,0.306,0.239,0.359,0.377,0.578
"hsa-miR-132-5p",-0.017,0.286,-0.268,-0.325,-0.336,-0.455,0.123,-0.346,0.087,-0.19,-0.043,-0.018,0.078,0.16,-0.141,0.073,0.236,0.017,-0.374,-0.369
"hsa-miR-132-3p",-1.951,-0.636,-0.91,-0.379,-0.247,-0.005,0.082,-0.006,-0.359,0.157,-0.094,-0.135,0.441,-5.73,0.005,-0.221,-0.955,0.159,0.03,0.024
"hsa-miR-133a-3p",-0.748,0.017,-0.227,-0.223,-0.374,-0.083,0.076,-0.057,-0.017,0.111,0.136,-0.131,0.639,-0.042,0.064,-0.599,0.253,-0.52,-0.475,-0.229
"hsa-miR-135a-5p",0.186,0.462,0.183,0,0.034,0.162,0.095,0.188,0.348,-0.25,-0.144,-0.286,-0.25,-0.17,-0.104,-0.247,0.545,0,0.081,-0.219
"hsa-miR-135a-3p",-0.505,0.127,-0.003,-0.268,0.265,0.086,-0.876,0.627,-0.476,-0.01,0.003,0.022,-1.081,-0.796,-0.079,0.099,0.199,0.064,0.172,0.382
"hsa-miR-137-3p",0.112,0.6,0.054,0.015,-0.141,0.208,0.334,0.057,0.21,0.024,-0.086,-0.255,0.1,-0.278,-0.024,0.358,1.446,-0.055,-0.445,-0.238
"hsa-miR-138-5p",-0.439,-0.366,-0.241,-0.098,-0.142,0.012,-0.291,-0.132,0.211,0.085,-0.106,0.04,-0.012,-0.276,0.014,0.426,-0.64,-0.37,0.191,-0.107
"hsa-miR-138-2-3p",0.444,1.899,0.417,-0.331,0.273,0.18,-0.408,-0.212,0.896,-0.096,-0.004,-0.167,0.674,-1.277,0.041,0.167,0.438,0.004,0.135,0.06
"hsa-miR-140-5p",-3.873,-2.455,-1.562,-1.019,-0.843,0.519,-3.938,0.485,0.029,-0.174,-0.66,0.975,-2.464,-3.873,0.098,-0.104,-0.375,0.966,0.858,0.631
"hsa-miR-140-3p",-0.364,-0.113,-0.01,-0.275,0.133,0.024,0.013,-0.009,0.009,0.179,0.126,0.225,-0.277,0.658,0.517,-0.026,0.068,0.255,0.32,0.18
"hsa-miR-141-5p",0.235,0.136,-0.235,0.46,0.245,0.16,0.779,-0.073,-0.119,0.26,-0.021,-0.448,0.328,0.112,-0.503,-0.234,0.021,-0.208,0.059,-0.174
"hsa-miR-141-3p",-0.301,-0.107,-0.206,0.087,-0.001,-0.134,0.232,-0.124,0.016,-0.179,-0.345,-0.222,0.001,0.099,-0.044,0.074,-0.248,-0.075,0.039,-0.171
"hsa-miR-142-5p",0.112,0.021,0.066,-0.015,0.015,0.597,-0.049,0.028,0.038,-0.061,-0.064,0.078,-0.264,-0.113,0.144,-0.197,-0.267,0.597,-0.082,0.253
"hsa-miR-142-3p",0.19,0.237,0.353,-0.435,0.026,0.704,0.19,-0.027,0.183,0.081,0.042,-0.002,0.32,-0.07,-0.084,0.176,-0.003,0.15,-0.071,0
"hsa-miR-143-5p",-0.038,0.107,0.217,-0.511,-0.251,0.107,-0.502,-0.262,0.156,-0.015,-0.112,0.027,0.023,-0.128,-0.145,0.015,-0.491,-0.106,-0.117,-0.122
"hsa-miR-143-3p",-5.668,-2.959,-2.054,-2.032,-1.26,-1.379,-4.133,-0.009,-0.034,0.018,0.009,0.676,-0.457,-6.36,0.725,0.19,-0.425,0.371,0.485,-0.12
"hsa-miR-144-5p",-4.256,-0.6,-0.019,1.045,0.333,1.084,-0.308,0.337,0.019,0.223,0.807,1.183,-1.867,-3.993,0.584,0.891,-0.092,1.116,0.397,0.615
"hsa-miR-144-3p",-0.003,-0.818,-0.135,0.003,0.316,0.957,-0.381,0.197,0.422,-0.118,0.362,1.974,-0.367,0.007,1.244,0.348,-0.543,1.558,0.683,0.89
"hsa-miR-145-5p",-6.336,-2.094,-0.671,-1.526,-0.217,-0.261,-0.651,0.473,0.091,0.315,-0.091,0.304,-1.667,-2.763,0.229,-0.513,-0.471,0.282,0.695,-0.363
"hsa-miR-145-3p",-0.111,0.223,-0.161,0.001,-0.229,0.282,0.634,-0.001,-0.111,-0.277,-0.165,0.007,0.216,0.082,-0.307,-0.375,-0.356,-0.14,-0.251,-0.009
"hsa-miR-152-3p",-4.158,-1.295,-1.1,-0.724,-0.001,-0.419,-4.687,0.001,-1.518,-0.186,-0.211,0.432,-3.893,-4.822,0.597,0.326,-0.914,0.462,0.002,0.437
"hsa-miR-153-3p",-0.447,0.535,0.013,-0.45,-0.169,0.032,-0.204,-0.048,0.07,-0.204,-0.25,0.176,-0.014,0.401,0.06,-0.013,0.024,-0.262,0.461,0.28
"hsa-miR-191-5p",-0.283,0.096,0.036,0.042,0.079,0.087,0.113,0.193,-0.113,0.194,-0.046,-0.1,0.021,-0.11,-0.087,0.013,0.072,0.024,-0.063,-0.003
"hsa-miR-191-3p",-2.243,-0.718,0.189,-0.448,1.403,0.738,-1.894,1.363,-1.087,0.499,1.034,0.629,-1.88,-2.113,1.777,1.837,-1.525,0.246,1.162,1.424
"hsa-miR-9-5p",1.093,0.004,0,-0.095,-0.089,-0.19,0.257,-0.012,0.537,-0.076,-0.038,-0.311,0.341,0.535,0.026,0,0.247,-0.041,0.029,0.024
"hsa-miR-9-3p",-0.023,-0.076,-0.267,0.007,-0.007,-0.046,0.552,-0.163,0.101,0.568,-0.182,0.238,0.087,-0.218,0.009,-0.033,-0.088,-0.193,-0.064,0.046
"hsa-miR-125a-5p",-5.891,-0.944,-0.019,-0.883,0.974,0.612,-0.448,-0.345,-0.232,0.607,-0.135,0.021,-0.858,-7.163,-0.082,-0.601,-0.205,0.019,0.504,0.958
"hsa-miR-125a-3p",-1.219,-1.003,-0.695,-1.323,-0.024,-0.632,-0.255,0.225,-1.226,0.23,0.417,-0.745,-1.261,-1.278,0.544,-0.546,-0.602,0.726,0.024,0.431
"hsa-miR-125b-2-3p",0.483,-0.142,-0.105,-0.114,0.23,0.129,0.237,-0.041,-0.222,-0.186,-0.018,-0.188,0.516,0.007,-0.071,-0.007,-0.147,0.117,-0.253,-0.135
"hsa-miR-126-5p",-0.046,0.331,-0.137,0.233,-0.185,-0.202,0.608,0.057,-0.162,0.107,0.047,0.317,-0.019,0.033,-0.235,0.249,-0.015,0.342,-0.003,0.003
"hsa-miR-126-3p",0.044,0.201,-0.473,0.669,0.198,-0.015,0.391,-0.192,0.015,-0.226,-0.298,0.071,0.236,-0.062,-0.596,-0.125,-0.045,-0.344,-0.069,0.07
"hsa-miR-127-5p",-0.111,0.095,0.045,-0.246,-0.432,-0.26,0.116,-0.333,-0.056,0.027,-0.156,-0.027,0.103,-0.157,-0.033,-0.1,0.31,-0.111,0.267,-0.096
"hsa-miR-127-3p",-3.671,-2.981,-1.819,-2.644,1.498,0.047,-3.516,-1.738,-2.305,-0.047,-0.667,0.153,-3.771,-3.321,0.539,-0.752,-1.868,0.192,2.104,0.915
"hsa-miR-129-2-3p",0.013,0.775,0.303,-0.122,-0.264,-0.013,0.401,-0.041,0.257,0.222,0.072,-0.043,0.096,-0.077,0.383,-0.053,-0.214,-0.209,-0.098,0.111
"hsa-miR-134-5p",-2.132,-2.669,-0.851,-2.274,1.14,0.039,-2.959,-2.737,-2.004,-0.039,-0.17,0.099,-3.092,-3.119,0.689,0.063,-1.337,-0.418,1.097,0.541
"hsa-miR-136-5p",0.173,0.928,0.046,0.049,0.243,-0.308,0.173,0.286,0.211,-0.032,-0.045,0.217,-0.206,0.063,-0.088,0.093,-0.131,-0.14,-0.235,0.286
"hsa-miR-136-3p",0.252,-0.075,-0.173,0.325,-0.176,-0.02,0.266,-0.004,0.14,-0.283,-0.041,-0.13,0.004,0.749,0.298,-0.046,-0.078,0.071,-0.172,0.25
"hsa-miR-138-1-3p",0.366,-0.743,0.989,-0.404,-0.433,0.243,-0.659,-0.742,-0.913,-0.323,-0.75,-0.672,-0.609,2.266,1.516,-0.669,-1.212,0.894,-0.243,0.447
"hsa-miR-146a-5p",-7.992,0.042,-0.002,0.215,0.087,-0.572,-2.352,-0.389,-0.092,-0.05,0.278,0.432,-0.95,-7.365,-0.015,-0.17,0.505,-0.097,-0.027,0.574
"hsa-miR-146a-3p",-0.018,-0.118,-0.301,-0.065,0.161,0.135,-0.105,-0.153,0.36,-0.201,0.209,0.005,0.278,0.793,-0.132,-0.236,-0.005,-0.251,0.009,0.215
"hsa-miR-149-5p",-0.691,-0.845,-0.17,-0.445,-0.006,0.209,-0.301,0.006,0.057,-0.092,0.035,0.128,-0.677,-0.451,0.152,-0.075,0.921,-0.186,-0.011,-0.12
"hsa-miR-149-3p",-0.542,0.595,0.47,0.158,0.666,0.597,0.013,0.53,0.509,0.244,0.282,-0.115,-3.061,0.03,-0.013,0.567,0.053,-0.075,-0.204,-0.296
"hsa-miR-150-5p",0.694,-0.014,1.201,0.274,1.212,0.658,-0.859,-0.301,0.099,0.281,0.009,0.1,-0.818,-2.587,0.032,-1.247,-0.517,0.179,0.381,0.558
"hsa-miR-150-3p",-4.096,0.49,-0.615,0.013,0.909,0.311,-3.643,0.623,-0.557,0.067,0.238,-0.013,-3.326,-4.229,0.314,0.251,-0.2,0.192,0.017,0.13
"hsa-miR-154-5p",-1.121,-0.304,-0.104,-0.001,-0.104,-0.294,0.313,-0.697,-0.398,0.224,0.001,-0.033,0.849,-0.452,-0.025,-0.323,-0.161,0.062,0.204,0.189
"hsa-miR-154-3p",-0.194,0.385,-0.077,0.601,-0.173,0.171,-0.015,0.106,0.353,0.168,-0.003,-0.134,0.271,0.161,-0.131,0.163,0.731,-0.078,-0.015,-0.144
"hsa-miR-184",-0.868,-0.616,-0.427,-0.13,0.729,0.808,-0.289,0.89,0.361,0.839,0.334,0.024,0.674,-0.92,1.236,1.659,-0.122,0.537,-0.024,0.083
"hsa-miR-185-5p",-0.279,0.446,0.01,0.459,0.025,0.118,-0.005,0.131,-0.101,0.029,0.168,-0.198,0.183,-0.467,0.005,0.41,0.231,0.189,-0.04,-0.216
"hsa-miR-185-3p",-3.583,-0.997,1.511,-1.095,1.103,1.973,-3.693,1.573,0.591,1.492,1.339,1.632,-5.123,-5.15,2.049,0.952,-0.591,1.754,1.47,1.352
"hsa-miR-186-5p",-0.732,-0.189,0.245,0.542,0.548,1.24,-0.269,0.24,0.015,-0.052,-0.068,0.836,-0.196,-0.86,1.433,-0.015,-0.193,2.193,1.065,1.79
"hsa-miR-186-3p",0.233,0.012,-0.089,0.102,-0.455,-0.108,0.875,-0.038,-0.001,0.254,-0.26,0.338,-0.061,0.208,0.028,-0.032,0.001,0.071,0.214,0.072
"hsa-miR-188-5p",-2.952,-2.157,-1.689,-2.322,0.2,0.677,-2.861,-0.047,-0.873,0.828,0.751,0.86,-2.39,0.42,1.883,-0.039,-1.85,1.25,1.262,1.255
"hsa-miR-188-3p",1.04,-0.005,0.48,0.11,-0.216,0.115,0.125,0.396,-0.001,0.038,-0.082,-0.106,1.861,0.541,0.094,0.37,0.136,0.001,-0.132,-0.183
"hsa-miR-190a-5p",0.827,0.122,-0.023,0.066,-0.098,-0.001,0.396,0.024,0.001,-0.086,0.049,-0.061,0.276,-0.165,-0.001,0.118,0.139,0.011,-0.132,0.094
"hsa-miR-193a-5p",-5.733,-1.496,-0.734,-1.313,0.158,-0.097,-1.22,0.73,-0.644,0.885,0.586,0.539,-2.698,-0.796,0.735,0.508,-0.73,0.418,0.282,-0.099
"hsa-miR-193a-3p",-0.646,-0.395,-0.415,-0.357,0.05,0.049,-0.382,-0.079,-0.107,0.429,-0.17,-0.392,-0.049,-0.731,-0.139,-0.184,0.613,0.785,0.328,0.858
"hsa-miR-194-5p",-0.494,-0.004,-0.07,0.004,-0.603,-0.243,-0.043,-0.085,-0.042,0.064,-0.163,-0.119,0.531,0.041,-0.048,-0.049,-0.02,0.253,0.078,0.225
"hsa-miR-195-5p",-4.24,-0.969,-0.496,0.378,0.012,0.279,-4.641,-0.611,-2.037,-0.25,-0.012,0.54,-1.05,-5.579,0.617,-0.507,-0.525,0.649,-0.244,0.173
"hsa-miR-195-3p",-0.657,-0.759,-0.271,-0.82,0.254,0.579,-0.273,-0.176,-0.604,0.061,-0.013,-0.259,-0.532,-0.791,0.199,0.013,-0.774,0.204,0.159,0.332
"hsa-miR-206",-0.202,-0.769,0.052,-0.037,0.729,0.104,-0.024,-0.107,-0.335,0.244,-0.225,0.105,-0.069,0.319,0.108,0.873,-0.522,0.269,0.435,-0.043
"hsa-miR-320a-3p",-0.27,0.561,0.17,0.394,0.245,0.071,0.053,0.015,-0.301,0.234,0.484,-0.137,-0.29,-0.605,0.41,0.546,0.222,0.016,-0.015,-0.024
"hsa-miR-200c-5p",0.028,-0.42,-0.355,-0.043,0.184,-0.26,-0.062,0.092,-0.013,-0.087,-0.469,-0.112,0.64,0.16,-0.041,-0.135,-0.321,-0.492,0.013,0.151
"hsa-miR-200c-3p",-3.969,0.3,-0.597,0.555,-0.181,-0.276,0.956,-0.275,-1.525,0.066,0.164,-0.14,-0.029,-4.262,0.342,0.029,-0.302,-0.236,-0.307,-0.319
"hsa-miR-155-5p",-5.349,0.154,0.014,0.126,-0.184,-0.213,-1.02,-0.173,-0.395,0.035,0.118,-0.014,-0.451,-7.375,0.176,0.114,0.291,-0.061,0.126,-0.134
"hsa-miR-155-3p",0.331,-0.265,-0.344,1.736,0.244,0.038,0.484,0.026,0.09,0.003,0.328,-0.174,0.054,0.201,-0.22,-0.128,0.049,-0.003,-0.038,-0.175
"hsa-miR-194-3p",-2.107,-1.951,-1.342,-2.42,-0.905,-0.55,-2.174,0.453,-1.761,0.536,-0.882,0.013,-1.977,-1.753,0.563,0.335,-1.481,0.83,-0.013,0.396
"hsa-miR-106b-5p",-0.346,0.009,0.022,-0.154,-0.037,0.245,-0.164,0.09,0.193,-0.274,-0.009,0.287,0.128,-0.045,0.148,0.03,0.051,0.172,0.202,0.103
"hsa-miR-106b-3p",-0.488,-0.208,0.404,-0.311,0.382,0.622,-0.041,0.472,0.333,0.45,0.014,0.275,-0.196,-0.843,0.213,0.049,-0.014,0.403,0.505,0.034
"hsa-miR-29c-5p",-1.273,-1.487,-0.747,-1.152,0.352,0.267,-1.797,0.159,-0.644,0.111,-0.797,0.318,-1.07,-1.572,-0.111,-1.274,-1.763,0.996,-0.123,0.352
"hsa-miR-29c-3p",-3.325,-2.332,-0.946,-0.751,0.088,0.773,-2.763,-0.347,-1.502,-0.312,-0.034,0.026,-0.87,-2.342,0.942,-0.026,-1.778,1.599,0.138,0.203
"hsa-miR-30c-1-3p",-3.35,-0.018,-0.482,0.018,0.488,0.376,-2.478,0.448,-2.149,1.337,1.083,1.343,-2.487,-2.644,1.632,1.323,0.281,1.25,0.952,1.143
"hsa-miR-200a-5p",0.574,-0.205,0.08,0.215,-0.212,0.039,0.551,-0.151,-0.321,-0.173,-0.079,-0.291,0.509,-0.095,0.249,-0.039,-0.073,-0.06,-0.197,-0.428
"hsa-miR-200a-3p",-0.512,0.044,-0.09,-0.004,-0.059,-0.138,-0.361,-0.188,-0.386,0.015,0.086,-0.266,-0.345,0.004,0.071,0.013,-0.055,0.014,-0.236,-0.309
"hsa-miR-302a-5p",0.506,0.407,0.002,0.145,0.142,0.116,-0.061,-0.274,-0.036,-0.002,-0.018,-0.141,1.529,0.427,-0.01,-0.357,0.031,0.269,0.021,0.145
"hsa-miR-302a-3p",0.03,0.303,0.002,0.094,0.013,0.013,0.327,0.203,0.446,-0.209,0.091,-0.002,-0.02,0.06,-0.064,-0.142,0.017,-0.063,-0.178,-0.226
"hsa-miR-219a-2-3p",-0.282,-0.22,0.283,0.268,-0.01,-0.493,-0.334,0.068,0.213,0.04,0.249,0.364,-0.15,-0.364,-0.299,0.01,-0.07,-0.118,-0.02,0.393
"hsa-miR-34b-5p",0.022,0.23,0.099,0.002,-0.294,-0.597,-0.14,-0.103,0.183,-0.306,0.206,-0.115,0.328,-0.261,-0.091,-0.002,0.258,-0.163,-0.078,-0.299
"hsa-miR-34b-3p",-3.027,0.2,0.446,-0.149,0.021,0.378,-0.021,0.202,-0.686,1.667,0.334,-0.176,-2.837,-1.637,0.604,0.773,0.143,0.319,1.531,1.494
"hsa-miR-34c-5p",-0.497,-0.285,-0.553,-0.109,0.128,-0.247,0.116,-0.306,0.525,-0.361,-0.199,-0.138,-0.011,0.364,-0.01,0.073,-0.18,0.01,0.064,-0.052
"hsa-miR-34c-3p",3.822,-0.446,-0.134,-0.67,-0.468,0.326,0.134,-0.291,-0.793,1.011,-0.569,-0.569,-0.653,-0.698,1.569,-1.022,-0.954,0.728,0.253,-0.252
"hsa-miR-299-5p",-0.086,0.031,-0.098,-0.189,-0.089,0.017,-0.583,-0.017,-0.316,-0.602,-0.308,0.145,-0.444,0.61,0.462,-0.248,-0.209,1.009,-0.262,0.06
"hsa-miR-299-3p",0.223,-0.341,0.272,-0.052,-0.187,-0.075,0.033,0.008,0.282,-0.195,0.122,-0.362,-0.294,0.422,-0.225,-0.181,0.172,-0.156,-0.144,-0.208
"hsa-miR-301a-3p",-0.226,-0.659,-0.908,2.194,0.894,1.121,-2.354,1.724,0.226,0.895,1.212,1.397,-0.973,-2.865,1.127,1.799,-0.436,1.35,1.204,1.287
"hsa-miR-99b-5p",-5.218,-2.053,-1.505,-2.552,0.612,0.647,-2.488,-0.831,-1.263,0.173,-0.738,0.027,-3.087,-5.073,-0.027,-1.06,-1.431,0.101,0.718,0.436
"hsa-miR-99b-3p",0.098,-1.199,0.518,-1.393,0.047,-0.332,-1.104,-0.093,-1.223,-0.047,-0.631,0.225,-0.551,-0.279,-0.264,-0.574,-0.902,0.488,0.847,0.649
"hsa-miR-296-5p",-0.235,-0.288,-0.1,0.455,0.211,-0.112,1.47,0.436,-0.241,-0.016,0.016,-0.158,0.574,0.794,0.095,0.09,-0.19,-0.173,0.134,-0.191
"hsa-miR-296-3p",-0.96,-0.776,-0.061,-1.172,0.138,0.212,-1.801,0.002,-0.963,0.196,0.396,0.251,-1.613,-1.155,-0.085,-0.002,-0.493,0.329,0.075,0.071
"hsa-miR-130b-5p",0,0.047,-0.352,-0.217,0,0.59,0.25,0.014,-0.281,0.026,0.148,-0.223,0.235,-0.159,0.449,0.279,0.799,0.408,-0.231,-0.144
"hsa-miR-130b-3p",-2.959,0.478,0.103,0.086,0.237,-0.03,-0.419,0.096,-0.002,0.39,0.5,0.002,-0.294,-1.897,0.552,0.449,0.448,0.103,0.086,-0.029
"hsa-miR-30e-5p",-2.45,0.158,-0.179,0.885,-0.162,0.347,-0.633,0.129,0.224,-0.001,0.23,0.174,1.055,-2.623,0.096,0.277,0.001,0.229,-0.125,0.353
