"","GSM2729742","GSM2729743","GSM2729744","GSM2729745","GSM2729746","GSM2729747","GSM2729748","GSM2729749","GSM2729750","GSM2729751","GSM2729752","GSM2729753","GSM2729754","GSM2729755","GSM2729756","GSM2729757","GSM2729758","GSM2729759","GSM2729760","GSM2729761","GSM2729762","GSM2729763","GSM2729764","GSM2729765","GSM2729766","GSM2729767","GSM2729768","GSM2729769","GSM2729770","GSM2729771","GSM2729772","GSM2729773","GSM2729774","GSM2729775","GSM2729776","GSM2729777","GSM2729778","GSM2729779","GSM2729780","GSM2729781","GSM2729782","GSM2729783","GSM2729784","GSM2729785","GSM2729786","GSM2729787","GSM2729788","GSM2729789","GSM2729790","GSM2729791","GSM2729792","GSM2729793","GSM2729794"
"hsa-miR-128-3p",-1.69007610043478,-5.34204906652175,-4.12407685391305,-6.93727902956522,-4.32985590826087,-4.46039770391304,-5.53898766521738,-6.48309886043478,-4.71933547478261,-6.09759297043478,-5.65480136304348,-6.01400354043479,-7.94954230130434,-5.38890749478261,-5.20718769043478,-5.87154324260869,-5.27275474086957,-5.1465475273913,-4.3052585926087,-4.54441305043478,-5.12027103913044,-3.77175742956522,-5.78833572173912,-3.68381680565218,-5.17381389391304,-6.93791463347825,-4.85613727043478,-6.82945812347827,-5.10331846391304,-4.92589303173913,1.45335986782608,2.48569351652174,-3.73199907043478,-9.07643813173913,-5.92873266,-5.33586157173913,-5.41650703130435,-4.62195602217391,-4.22142477826087,-6.20618762608695,-5.77642529739131,-5.65147105173913,6.24473623086956,1.58246431913044,-6.08588752434783,-2.60153451260869,-6.23548400347826,-4.40763638217392,-9.34182445869565,-4.17361318304348,-5.22429683086957,-5.16926830347827,-4.35509637565216
"hsa-miR-129-5p",-3.46054485043478,-6.04496262652175,-5.39423011391305,-4.96898028956522,-6.63530161826087,-8.65463030391304,-6.86951001521739,-3.05598557043478,-8.85918971478261,0.052876119565223,-3.66769011304348,-10.7655391004348,-8.70094045130434,-8.31153589478261,-7.72975227043478,-4.02006730260869,-3.91612678086956,-6.6030151673913,5.9244668673913,-3.15757136043478,-5.12015848913044,-3.78595704956522,-5.78833572173912,-5.93116743565218,-4.48347542391304,-4.99624715347825,-6.21166686043478,-6.70024416347827,-4.35467817391305,-4.28049247173913,-6.90776550217392,-2.21209548347826,2.92516996956522,-8.25947867173913,-3.70133409,-3.05950980173913,-2.93236790130435,-8.37848723217391,-2.36286941826087,-6.93826811608695,-0.802580987391305,0.657904578260869,-2.25433004913044,-4.58585063086957,-4.47317294934783,2.83097958739131,0.143301536521736,-7.87194896217392,-3.78261213869565,-5.06712444304348,-5.79498945086957,-2.03377206347826,-4.97543896565216
"hsa-miR-130a-3p",-2.55945112043478,-2.61106891652175,-0.497928323913047,-3.23594216956522,-3.18495312826087,-0.948054893913042,-3.24949309521739,-2.79308585043478,-3.20603783478261,-3.51875283043478,-3.28805097304348,-3.15151731043478,-3.28689768130435,-3.26420050478261,-3.09670769043478,-4.0367486226087,-3.51583310086957,-3.0170053573913,-2.5219065126087,-3.33526857043478,-1.99945026913045,-1.08419951956521,-3.38528907173912,-2.64397450565218,-3.14968016391304,-3.56103758347826,-3.39532069043478,-3.74627856347827,-3.42692736391305,-3.09540452173913,-3.42220285217392,-3.06667818347826,-1.78740198043478,-3.26495820173913,-3.20067542,-1.83070782173913,-2.63472078130435,-1.88604970217391,-0.522711798260872,-3.14528084608695,-2.3419087373913,-2.60923149173913,-2.25433004913044,-4.25909072086956,-3.39499527434783,-1.94140853260869,-2.76476708347826,-2.81585032217392,-2.85014397869565,-1.43876226304348,-3.24996757086957,-2.99940851347827,-0.457303395652161
"hsa-miR-130b-3p",-5.31590128043478,-5.52188042652174,-1.57629253391305,-6.67513633956522,-7.27962401826087,-5.07182847391304,-7.25958548521739,-7.04194581043478,-6.70510990478261,-7.71104255043478,-6.49921792304348,-6.59588428043479,-7.59596005130435,-7.08156875478261,-6.97564497043478,-0.330767962608697,-5.67859252086957,-7.1218493573913,-5.9278634026087,-6.47908985043478,-4.18652298913044,-5.87563595956521,-5.85667671173912,-6.37754213565218,-6.77972781391304,-7.11667042347826,-6.91160239043478,-7.08507822347827,-6.48992314391305,-2.40110449173913,-7.59108092217392,-0.266698943478264,-2.96916504043478,-5.72242345173913,-6.17713876,-4.65327405173913,-2.73221765130435,-5.02007382217391,-4.25728264826087,-6.79135752608695,-7.7350962973913,-4.73731783173913,-5.96922505913044,-6.12951695086957,-6.94739602434783,-5.19945140260869,-5.89283309347826,-6.04850835217392,-7.42759702869565,-5.71195830304348,-5.28912393086957,-6.71006188347826,-4.10816781565216
"hsa-miR-132-3p",-2.78555987043478,-3.51696317652175,-4.36938429391305,-2.28910025956522,-5.27462713826087,-5.05910467391304,-8.86179835521739,-4.81747788043478,-6.87434763478261,-6.51881710043478,1.23922930695652,-5.60958847043479,-6.91364430130434,-6.22118306478261,-5.64592625043478,-4.9581982626087,-5.06751195086957,-5.3987845373913,-5.1210958226087,-4.68890511043478,-3.60387659913044,-5.59010672956522,-5.33570955173913,-5.75969558565218,-6.41317065391304,-5.16144908347826,-4.39391988043478,-5.22833812347827,-8.51650257391305,0.00356423826087137,0.111050487826077,0.438909636521736,-3.86644161043478,-6.47415116173913,-7.1898523,-2.82180210173913,0.501403578695651,-4.81578200217391,-5.51962888826087,-5.94240966608695,-8.0155835373913,-2.41323392173913,-4.19741059913044,-6.42851904086956,-6.05565823434783,-1.18338912260869,-8.19337097347826,-6.17796480217392,-4.88171558869565,-5.36936646304347,-4.00432107086957,-5.26962765347826,-6.24355925565217
"hsa-miR-133a-3p",-2.32763665043478,-1.33213187652175,-4.25912797391305,-6.92100987956522,-6.66522424826087,-6.63493131391304,-6.57255013521738,-7.65999561043478,-8.7704082047826,-10.1732060504348,-2.30050183304348,-9.07310434043479,-2.46450561130434,-8.57496066478261,-7.38197250043478,-5.20161290260869,-6.51085123086957,-9.1966571973913,-1.3462192426087,-3.33978271043478,-5.28370894913045,-8.42932287956522,0.614515408260878,-6.04050725565218,-4.48347542391304,-7.32211746347825,-10.1716031204348,-5.19777571347827,-8.17187985391304,-4.89631044173913,-3.10458969217392,-1.12182792347827,-2.02676709043478,-2.63179132173913,-8.03585621,-4.83961555173913,-1.94221727130435,-9.54430358217391,-6.53875220826087,-5.05219290608695,-6.20063324739131,-2.69882122173913,-5.85905762913044,1.58246431913044,-4.47317294934783,-4.18060942260869,-7.74913588347826,-8.58185947217392,-4.63952989869565,-7.22118477304348,-4.42100857086957,-1.76869798347827,-5.83722883565216
"hsa-miR-133b",-4.03712160043478,-2.53758726652174,-5.25080019391305,-6.00682655956522,-5.57652456826087,-6.53411670391304,-3.15990608521739,-7.07769483043478,-8.85918971478261,-9.86770415043478,-6.08792596304348,-6.56145126043479,-3.22305038130434,-4.76900664478261,-6.75393368043478,-3.6269034726087,-1.64125419086957,-6.4312679873913,-6.6279148126087,-4.52367845043478,-2.36000499913044,-7.70552853956521,-5.60869177173912,-3.99040993565218,-6.39102717391304,-10.2796333434783,-6.99701396043478,-6.47955319347827,-7.08101130391305,-2.40110449173913,-1.53618801217392,-6.73896862347827,-4.25341071043478,-8.25947867173913,-7.80519312,-5.55302076173913,-2.71779566130435,-5.62072467217391,-5.18721861826087,-3.59176952608695,-6.90679761739131,-2.47812573173913,-6.81446607913044,-6.59117068086956,-4.47317294934783,5.98175824739131,-6.80212221347826,-3.60070669217392,-4.65551711869565,-9.85167086304348,-5.66853667086957,-4.61162807347826,-4.65939858565216
"hsa-miR-134-5p",-1.41639709043478,1.29085936347825,-0.0578192039130485,-7.40591006956523,-6.46160642826087,-4.00913347391304,-6.59075386521739,-7.04016345043478,-6.7644632547826,-10.7603350204348,-5.62030763304348,-7.82803573043478,-3.46978363130435,-0.471741124782607,-9.13810179043478,-6.44397027260869,-2.00098981086957,-6.3897979373913,-7.3072649526087,-2.00526381043478,-1.77626597913045,-4.51086638956521,-5.18631421173912,-7.10903593565218,-6.69790989391304,-6.13337517347825,-6.32770343043478,-7.29408992347827,-6.34075631391304,-4.31723499173913,-4.92843351217392,2.48569351652174,-0.551159890434782,-7.89459095173913,-4.45266671,-4.54033926173913,-4.66848563130435,-7.69513404217391,-4.67682909826087,-3.04761204608695,-8.0661188373913,-4.24506187173913,-1.97128205913044,-4.25794526086956,-4.47317294934783,-3.16994976260869,-9.07064691347826,-5.89476639217392,-4.38715083869565,-4.69819204304347,-6.87497073086957,-7.02111097347826,-4.02614050565216
"hsa-miR-135a-5p",-5.11887244043478,-0.126408016521747,4.75226227608695,-2.63919406956522,-7.34276090826087,-4.96898889391304,-2.71614217521739,-7.94500930043478,-10.8913387447826,-8.85707634043478,-7.68884181304348,-8.45713720043479,-8.70663157130434,-4.12061562478261,-9.80432484043478,-7.24031059260869,-3.90386222086957,-10.1087323373913,-2.6069851926087,-4.95742386043478,-1.92751064913044,-10.7341014295652,-6.59266724173913,-6.53800994565218,-8.58864221391304,-8.41096674347825,-8.74724947043478,-7.38383816347827,1.73969032608695,-5.02201439173913,-2.12246680217392,-6.73896862347827,-4.23588886043478,-8.60124706173913,-5.88910901,-6.85766508173913,0.428650318695652,-1.15234490217391,-10.1303518282609,-5.66005808608695,-7.67922354739131,-6.67965817173913,-3.84722022913044,-5.87986076086956,-4.47317294934783,-3.72701011260869,-6.94926660347826,-4.66203518217392,-4.34727850869565,-5.06712444304348,-6.87497073086957,-5.22335145347826,-4.97543896565216
"hsa-miR-135b-5p",-0.842550150434782,-4.14629875652175,1.65634796608695,-6.07661534956523,-3.15154782826087,-4.96898889391304,-2.84359492521739,-5.88092096043478,-0.153777004782604,-7.51297645043477,-4.73773434304347,-4.64923039043479,1.32520688869566,-5.9326819747826,-1.44529016043478,-1.6522941026087,-3.91612678086956,-4.4954719573913,-10.5129541826087,-2.36379022043478,-2.82483455913044,-0.659480879565216,-2.45241759173912,-2.33810926565218,-4.48347542391304,-3.62157966347825,-3.64058048043478,-0.473187713478271,-6.15633040391305,-4.28049247173913,-4.28731955217392,-6.62375112347827,-3.87912072043478,-2.30825431173913,-9.14984182,-3.61820958173913,-3.21877901130435,-6.55398321217391,-7.19339419826087,-10.358037756087,-8.32136041739131,-2.37495609173913,-0.395548339130439,-5.01779838086956,-4.47317294934783,-1.25782003260869,-5.20528847347826,-0.0896214521739189,5.49185373130435,-5.06712444304348,-4.89724365086957,-6.99668450347827,-4.97543896565216
"hsa-miR-136-5p",-1.10715053043478,0.150895213478254,-2.95076908391305,-5.77629365956522,-3.13638873826087,-3.55428099391304,-2.67534135521738,-6.20508187043477,-6.9655807647826,-8.47858042043478,-6.30434992304348,-5.53650793043479,-5.95260706130434,-6.13758441478261,-7.71225669043478,-5.6878342626087,-5.32219797086957,-6.0904317273913,1.5985558273913,-4.66785660043478,-2.58892899913044,-4.65103420956521,-3.38528907173912,-5.34215406565218,-4.48347542391304,-5.23584486347825,-7.29634953043478,-6.70024416347827,-5.30011452391305,-6.66003723173913,-7.58052145217392,-3.80560886347827,-3.30564778043478,-7.82075949173913,-10.59400481,-4.40582824173913,-1.49511554130435,-6.17746876217391,-4.02872115826087,-5.80086918608695,-3.5202977073913,2.00621649826087,-4.39557248913044,-1.72365710086956,-4.47317294934783,-5.56410578260869,-8.03542666347826,-5.82909576217392,-4.88171558869565,-4.12789235304347,-5.16489804086957,-5.50592302347826,-5.03609368565216
"hsa-miR-137",-4.05174181043478,-5.35829719652174,-4.81265134391305,-2.22244686956522,-5.27787624826087,-4.96898889391304,-6.60639865521738,-7.25606488043478,-4.2318491447826,-7.37207782043478,5.69272610695652,-6.36123824043479,-1.59550730130434,-7.29254204478261,-6.47871949043478,-3.6302118926087,-4.25542606086957,-4.9347048473913,-6.39146089260869,-4.21364766043478,-4.16784834913044,-5.59010672956522,-0.228551231739122,-4.57515462565218,-4.48347542391304,-6.41740980347825,1.13444319956522,-4.95644531347827,-3.42692736391305,-4.70962536173912,-3.89667312217392,-3.86045476347826,-2.96943229043478,-9.19120327173913,-6.50945651,-4.40658422173913,-3.25289145130435,-6.03033081217391,-9.15022932826087,-6.70137113608695,-5.96021602739131,-3.29699303173913,-3.68598356913044,-4.19347363086956,-7.95926892434783,-2.38470149260869,-9.25932693347826,-7.55262162217392,-6.56100006869565,-10.3869924230435,-8.07455692086957,-8.29646254347827,-9.31457730565216
"hsa-miR-138-5p",-1.99145695043478,-6.79924430652175,-2.08354841391305,-1.62736132956522,-1.87754208826087,-4.96898889391304,-6.19367555521739,1.16614296956522,-5.7514761547826,-5.46234680043478,-5.46041339304348,0.863606839565215,-7.08681950130434,-3.79867654478261,-10.7953741904348,-7.7342597326087,-4.57338156086957,-5.4360143173913,-3.5826744626087,-1.15765664043478,-4.01000992913044,-7.90696194956522,-4.51308512173912,-4.52020212565218,-4.48347542391304,-6.29462112347825,0.906504149565222,-7.74616806347827,-7.36157703391305,-2.37126874173913,-1.74267261217392,-4.60718434347826,-3.15731679043478,-5.39650605173913,1.93930158,-3.73098511173913,-2.73221765130435,-2.88765046217391,-6.16616266826087,-2.04296401608695,-8.75387438739131,-5.48643869173913,0.0341911308695586,-0.19882266086956,-4.47317294934783,-0.635397372608693,0.834430626521737,-5.41161183217392,-5.12017628869565,-5.06712444304348,-7.97759158086957,-5.17261379347827,-4.97543896565216
"hsa-miR-139-5p",-1.33347649043478,-2.47478819652175,-4.79347745391305,-4.98630093956522,-3.66415084826087,-5.83657254391304,-6.18020830521738,-4.56987943043478,-7.1515805847826,-7.51297645043477,-4.19392223304348,-6.07627208043478,-7.33126907130434,-5.11020790478261,-6.58665877043478,-5.04129126260869,-5.43653817086956,-5.9996164073913,-8.9621574526087,6.23224716956522,-4.97686065913044,-5.84307452956522,-4.22845698173913,-5.17545573565218,-4.37127923391304,-4.91724634347826,-8.23028590043478,-7.54606732347827,-7.23077942391305,-3.35016414173912,-4.69731055217392,-2.73484735347826,-4.53127178043478,-5.18109323173913,-6.16706133,-4.41843838173913,-2.30253880130434,-4.12920909217391,-4.00592565826087,-8.65025651608695,-5.73352993739131,-7.15560456173913,-5.60639522913044,-5.47618774086956,-6.36695060434783,0.751754357391306,-9.53771075347826,-1.83448080217392,-6.74894427869565,-4.86960879304348,-5.66706746086957,-5.84834201347826,-6.71573153565216
"hsa-miR-140-3p",-1.27916275043478,-1.78362232652175,-0.490334983913048,-0.982805269565222,-1.51496140826087,-1.55758795391304,-0.632417835217385,-0.942947180434778,-1.1658632547826,-0.768004990434775,-0.888773443043476,-0.268743390434786,-0.443585561304342,-0.678035084782607,-1.38797248043478,-0.330767962608697,-0.285236800869569,-0.814524357391299,-1.0367065426087,-1.01227338043478,-0.914859339130441,-2.39485100956522,-1.03711531173912,-1.43892853565218,-0.648530943913041,-0.974804383478254,-0.82717730043478,0.0118328265217293,-0.906221693913046,-0.199402491739125,0.0714560778260775,-0.484921043478266,-0.622496450434781,-0.28483282173913,-0.0808350400000002,-0.937885811739132,-2.22783254130434,-1.27869829217391,-1.95398341826087,0.177017533913048,-0.124009917391309,0.725107108260872,0.96999608086956,-0.19882266086956,-0.412211294347831,0.701182397391307,-0.113441803478263,-0.0896214521739189,0.0607010513043491,-1.67563555304348,-0.202530520869569,-0.229712393478263,-0.798765815652164
"hsa-miR-140-5p",-0.164841970434779,-2.81680694652175,-5.42454295391305,-4.85383739956523,-5.74937455826087,-6.99943878391304,-6.09152627521738,-5.61647432043478,-6.0530935547826,-6.66927048043478,-7.21954468304348,-6.27554143043479,-7.08681950130434,-6.10493377478261,-5.54795002043478,-4.94643251260869,-4.88249152086957,-5.7744057173913,-6.5528855926087,-4.01683178043478,-5.12027103913044,-5.47170759956522,-5.84894864173912,-5.59951588565218,-7.00865465391304,-7.32211746347825,-6.52039064043478,-6.43323939347827,-6.03685396391305,-4.89353423173913,1.05688572782608,-4.54477867347827,-1.02574238043478,-5.10212918173913,-5.43986087,2.67585659826087,-2.93446634130435,-5.21556150217391,-5.17492772826087,-5.80086918608695,-4.5770095773913,-0.479929551739133,-5.29229125913044,-5.07780037086956,-6.65643169434783,-4.25019411260869,-6.07665780347826,-5.24456344217392,-6.55747465869565,-5.88708473304348,-6.67473980086957,-5.22335145347826,-4.33616431565216
"hsa-miR-141-3p",-0.826577490434779,-6.44800061652175,-2.32446913391305,-4.33003081956523,-0.425419478260871,-8.61853991391304,-2.37607534521739,-7.94500930043478,-9.27434096478261,-9.57447952043478,-6.45765630304347,-8.39745850043479,-7.89326424130434,-6.63216421478261,-9.12050340043478,-9.4716049826087,0.650823019130431,-7.6884624873913,-5.9667386526087,-1.18297229043478,-0.0094837391304452,-7.02810164956521,-4.92036340173912,-6.38223740565218,-6.33431129391304,-5.09356183347826,-8.20797890043478,-8.05573690347827,-9.73421621391305,6.00103987826087,-4.43680187217392,-6.62375112347827,-2.14282943043478,-7.55913070173913,-8.12858478,-8.24861146173913,-4.08714421130435,-5.49950032217391,-7.93696646826087,-8.61381209608695,-4.9482698373913,-4.24506187173913,-5.03268736913044,1.82927897913044,-4.47317294934783,-3.05641102260869,-9.52612789347826,-0.0896214521739189,-7.67465240869565,-6.31910878304348,-6.63267122086957,-5.22623043347827,-8.75901273565216
"hsa-miR-142-3p",0.73935303956522,-0.469701186521746,-0.151846403913048,-0.168771949565222,0.18924546173913,-0.578868923913042,-0.961078265217385,-1.12982640043478,-0.693722574782605,-1.54093609043478,0.381734836956522,-1.24481013043479,-1.27493786130434,-1.36038387478261,-0.83261124043478,-0.0772463626086974,-0.0122273108695694,-0.499018647391299,-1.4060786326087,-0.883722700434777,-0.917237259130442,-1.00889557956522,-1.01009142173912,-0.135237905652179,-0.0436511239130404,-0.362965093478255,-0.91344371043478,-1.44324158347827,-0.355926403913045,-2.88299960173913,-1.29347880217392,0.438909636521736,-0.262317450434779,-1.25811432173913,-1.08151779,-0.17802350173913,0.397055898695655,0.790382867826089,0.882198821739127,-4.94555610608695,-2.9882997373913,-4.22773217173913,-5.13374046913044,0.292120579130437,-1.37035200434783,-2.46112928260869,-1.59333283347826,-2.47608712217392,-0.761557448695651,0.104502926956524,-0.350992020869569,0.0158373665217368,-0.236361245652162
"hsa-miR-142-5p",-1.99871660043478,-3.16042013652175,-4.34589922391305,-3.14966855956522,-2.90571579826087,-2.84193765391304,-3.30923720521739,-3.72992323043478,-2.7551194747826,-4.22685027043478,-2.51185767304348,-4.12936661043479,-3.94146336130434,-3.79867654478261,-3.36505129043478,-2.8632163126087,-2.69073527086957,-3.0988796473913,-3.5826744626087,-3.73461900043478,-4.52939928913044,-2.59983238956521,-2.96193843173912,-3.07018199565218,-3.14913105391304,-3.47104146347825,-3.82711605043478,-4.67296990347827,-2.24096650391305,-3.79913545173913,-4.40592786217392,-3.17589405347826,-3.07760737043478,-5.02702953173913,-4.51682216,-3.11157920173913,-2.18634430130435,-4.59897537217391,-2.54825732826087,-6.75497592608695,-6.27416346739131,-5.86269763173913,-6.81446607913044,-4.19461480086956,-4.04578490434783,1.64116328739131,-4.79816230347826,-4.06714802217392,-4.34694110869565,-2.69561993304347,-3.50349136086957,-5.03207039347827,-3.31308309565216
"hsa-miR-143-3p",-4.60425702043478,-5.04735783652174,-1.02834698391305,-3.96540482956523,-3.63698838826087,-4.94952353391304,-3.84535284521738,-5.90320175043477,-4.0153786447826,-5.30849337043478,-4.52591160304348,-4.93198937043478,-6.12345186130434,-5.2713118747826,-5.17088922043478,-4.3056538226087,-6.38325217086956,-4.8546585173913,-6.3325013626087,-3.93390655043478,-3.85986859913044,-3.07970534956522,-2.61313521173912,-4.18956823565218,-7.46091066391304,-4.34999715347825,-5.09858440043478,-4.58162835347827,-3.54086514391305,-4.54952945173913,-5.98209151217392,-4.85080423347827,-2.91430249043478,-7.59046353173913,-7.32286832,-4.03710168173913,-2.80602177130434,-3.81636072217391,-6.34447979826087,-3.97583282608695,-4.00129299739131,-3.82867261173913,-5.06241933913044,-4.01154666086956,-4.60050342434783,-1.57732868260869,-4.95613731347827,-3.86933805217392,-7.11289710869565,-4.18239250304348,-5.93842893086957,-5.58613030347827,-6.44378046565216
